event_id,event_time,session_id,customer_id,event_type,product_id,detail,device,variant
E003384,2026-01-13T15:01:52,S000613,C0583,add_to_cart,P063,,app,
E003385,2026-01-13T15:02:46,S000613,C0583,begin_checkout,P063,,app,
E003386,2026-01-13T10:48:00,S000614,,session_start,,sns,mobile,
E003387,2026-01-13T10:48:29,S000614,,view_category,,outer,mobile,
E003388,2026-01-13T10:49:43,S000614,,view_item,P008,,mobile,
E003389,2026-01-13T10:50:05,S000614,,view_item,P008,,mobile,
E003390,2026-01-13T14:51:00,S000615,,session_start,,search_ad,desktop,
E003391,2026-01-13T14:51:16,S000615,,search,,반팔 티셔츠|0,desktop,
E003392,2026-01-13T14:51:21,S000615,,view_category,,top,desktop,
E003393,2026-01-13T14:51:26,S000615,,apply_filter,,price=over_200k,desktop,
E003394,2026-01-13T14:52:13,S000615,,view_item,P038,,desktop,
E003395,2026-01-13T14:52:19,S000615,,wishlist_add,P038,,desktop,
E003396,2026-01-13T14:52:53,S000615,,add_to_cart,P038,,desktop,
E003397,2026-01-13T14:53:30,S000615,,begin_checkout,P038,,desktop,
E003398,2026-01-13T14:37:00,S000616,,session_start,,search_ad,mobile,
E003399,2026-01-13T14:37:32,S000616,,search,,바라클라바|0,mobile,
E003400,2026-01-13T14:13:00,S000617,,session_start,,direct,desktop,
E003401,2026-01-13T14:13:39,S000617,,search,,여름 하객룩|7,desktop,
E003402,2026-01-13T14:13:53,S000617,,view_category,,bag,desktop,
E003403,2026-01-13T14:13:56,S000617,,apply_filter,,size=S,desktop,
E003404,2026-01-13T14:14:29,S000617,,view_item,P080,,desktop,
E003405,2026-01-13T14:14:38,S000617,,add_to_cart,P080,,desktop,
E003406,2026-01-13T14:14:59,S000617,,begin_checkout,P080,,desktop,
E003407,2026-01-13T16:34:00,S000618,C0433,session_start,,organic,desktop,
E003408,2026-01-13T16:34:13,S000618,C0433,search,,오버핏 코트|12,desktop,
E003409,2026-01-13T16:34:40,S000618,C0433,view_category,,bottom,desktop,
E003410,2026-01-13T16:35:59,S000618,C0433,view_item,P045,,desktop,
E003411,2026-01-13T16:36:37,S000618,C0433,view_item,P052,,desktop,
E003412,2026-01-13T16:37:14,S000618,C0433,view_item,P059,,desktop,
E003413,2026-01-13T16:37:22,S000618,C0433,wishlist_add,P059,,desktop,
E003414,2026-01-13T10:46:00,S000619,C0519,session_start,,direct,mobile,
E003415,2026-01-13T10:46:16,S000619,C0519,view_category,,dress,mobile,
E003416,2026-01-13T10:46:26,S000619,C0519,apply_filter,,fit=레귤러핏,mobile,
E003417,2026-01-13T10:46:50,S000619,C0519,view_item,P072,,mobile,
E003418,2026-01-13T10:47:39,S000619,C0519,view_item,P061,,mobile,
E003419,2026-01-13T10:48:42,S000619,C0519,view_item,P071,,mobile,
E003420,2026-01-13T10:50:10,S000619,C0519,view_item,P069,,mobile,
E003421,2026-01-13T10:50:49,S000619,C0519,view_item,P071,,mobile,
E003422,2026-01-13T10:51:05,S000619,C0519,view_item,P069,,mobile,
E003423,2026-01-13T18:01:00,S000620,,session_start,,search_ad,mobile,
E003424,2026-01-13T18:01:11,S000620,,view_category,,outer,mobile,
E003425,2026-01-13T18:02:32,S000620,,view_item,P008,,mobile,
E003426,2026-01-13T18:03:52,S000620,,view_item,P008,,mobile,
E003427,2026-01-13T18:04:59,S000620,,view_item,P013,,mobile,
E003428,2026-01-13T18:05:10,S000620,,wishlist_add,P013,,mobile,
E003429,2026-01-13T15:32:00,S000621,,session_start,,search_ad,mobile,
E003430,2026-01-13T15:32:13,S000621,,view_category,,bag,mobile,
E003431,2026-01-13T15:32:26,S000621,,apply_filter,,category=outer,mobile,
E003432,2026-01-13T15:32:46,S000621,,view_item,P076,,mobile,
E003433,2026-01-13T15:34:03,S000621,,view_item,P073,,mobile,
E003434,2026-01-13T15:35:15,S000621,,view_item,P080,,mobile,
E003435,2026-01-13T15:36:14,S000621,,view_item,P080,,mobile,
E003436,2026-01-13T15:36:44,S000621,,add_to_cart,P080,,mobile,
E003437,2026-01-13T07:49:00,S000622,C0353,session_start,,direct,mobile,
E003438,2026-01-13T07:49:28,S000622,C0353,search,,77사이즈 원피스|0,mobile,
E003439,2026-01-13T07:49:41,S000622,C0353,view_category,,bottom,mobile,
E003440,2026-01-13T07:51:03,S000622,C0353,view_item,P043,,mobile,
E003441,2026-01-13T07:52:21,S000622,C0353,view_item,P048,,mobile,
E003442,2026-01-13T07:52:31,S000622,C0353,add_to_cart,P048,,mobile,
E003443,2026-01-13T07:53:24,S000622,C0353,begin_checkout,P048,,mobile,
E003444,2026-01-13T07:55:10,S000622,C0353,purchase,P048,92000,mobile,
E003445,2026-01-13T11:41:00,S000623,C0455,session_start,,search_ad,desktop,
E003446,2026-01-13T11:41:13,S000623,C0455,search,,가디건|20,desktop,
E003447,2026-01-13T11:41:29,S000623,C0455,view_category,,bottom,desktop,
E003448,2026-01-13T11:41:47,S000623,C0455,view_item,P052,,desktop,
E003449,2026-01-13T11:42:00,S000623,C0455,view_item,P051,,desktop,
E003450,2026-01-13T11:42:19,S000623,C0455,add_to_cart,P051,,desktop,
E003451,2026-01-13T11:43:00,S000623,C0455,begin_checkout,P051,,desktop,
E003452,2026-01-13T09:58:00,S000624,C0123,session_start,,search_ad,mobile,
E003453,2026-01-13T09:58:29,S000624,C0123,view_category,,dress,mobile,
E003454,2026-01-13T09:59:15,S000624,C0123,view_item,P068,,mobile,
E003455,2026-01-13T17:32:00,S000625,,session_start,,organic,desktop,
E003456,2026-01-13T17:32:39,S000625,,search,,하객룩 원피스|15,desktop,
E003457,2026-01-13T17:32:59,S000625,,view_category,,bottom,desktop,
E003458,2026-01-13T17:33:06,S000625,,apply_filter,,fit=와이드,desktop,
E003459,2026-01-13T17:34:12,S000625,,view_item,P059,,desktop,
E003460,2026-01-13T14:21:00,S000626,C0587,session_start,,direct,app,
E003461,2026-01-13T14:21:23,S000626,C0587,search,,하객룩 원피스|15,app,
E003462,2026-01-13T14:21:36,S000626,C0587,view_category,,outer,app,
E003463,2026-01-13T14:22:25,S000626,C0587,view_item,P008,,app,
E003464,2026-01-13T14:23:48,S000626,C0587,view_item,P011,,app,
E003465,2026-01-13T14:24:09,S000626,C0587,add_to_cart,P011,,app,
E003466,2026-01-13T14:24:44,S000626,C0587,begin_checkout,P011,,app,
E003467,2026-01-13T14:26:06,S000626,C0587,purchase,P011,265000,app,
E003468,2026-01-13T08:27:00,S000627,C0568,session_start,,direct,app,
E003469,2026-01-13T08:27:14,S000627,C0568,view_category,,outer,app,
E003470,2026-01-13T08:27:24,S000627,C0568,apply_filter,,sort=newest,app,
E003471,2026-01-13T08:28:12,S000627,C0568,view_item,P013,,app,
E003472,2026-01-13T20:31:00,S000628,C0103,session_start,,direct,mobile,
E003473,2026-01-13T20:31:36,S000628,C0103,search,,하객룩 원피스|15,mobile,
E003474,2026-01-13T20:32:04,S000628,C0103,view_category,,bottom,mobile,
E003475,2026-01-13T20:32:24,S000628,C0103,view_item,P055,,mobile,
E003476,2026-01-13T20:33:49,S000628,C0103,view_item,P055,,mobile,
E003477,2026-01-13T20:33:56,S000628,C0103,wishlist_add,P055,,mobile,
E003478,2026-01-13T19:07:00,S000629,C0052,session_start,,direct,app,
E003479,2026-01-13T19:07:11,S000629,C0052,search,,바라클라바|0,app,
E003480,2026-01-13T19:07:16,S000629,C0052,view_category,,bottom,app,
E003481,2026-01-13T19:07:29,S000629,C0052,view_item,P042,,app,
E003482,2026-01-13T19:08:37,S000629,C0052,view_item,P045,,app,
E003483,2026-01-13T19:09:02,S000629,C0052,view_item,P056,,app,
E003484,2026-01-13T12:53:00,S000630,,session_start,,sns,mobile,
E003485,2026-01-13T12:53:09,S000630,,view_category,,bottom,mobile,
E003486,2026-01-13T12:53:39,S000630,,view_item,P055,,mobile,
E003487,2026-01-13T12:54:23,S000630,,view_item,P055,,mobile,
E003488,2026-01-13T12:55:27,S000630,,view_item,P048,,mobile,
E003489,2026-01-13T12:45:00,S000631,C0089,session_start,,search_ad,app,
E003490,2026-01-13T12:45:23,S000631,C0089,view_category,,bottom,app,
E003491,2026-01-13T12:45:33,S000631,C0089,apply_filter,,sort=popular,app,
E003492,2026-01-13T12:46:11,S000631,C0089,view_item,P043,,app,
E003493,2026-01-13T09:08:00,S000632,,session_start,,organic,desktop,
E003494,2026-01-13T09:08:35,S000632,,search,,블랙 슬랙스|11,desktop,
E003495,2026-01-13T09:08:46,S000632,,view_category,,dress,desktop,
E003496,2026-01-13T09:08:57,S000632,,apply_filter,,category=outer,desktop,
E003497,2026-01-13T09:09:19,S000632,,view_item,P070,,desktop,
E003498,2026-01-13T09:10:15,S000632,,view_item,P064,,desktop,
E003499,2026-01-13T12:46:00,S000633,C0206,session_start,,direct,mobile,
E003500,2026-01-13T12:46:05,S000633,C0206,search,,데님 스커트|8,mobile,
E003501,2026-01-13T12:46:30,S000633,C0206,view_category,,outer,mobile,
E003502,2026-01-13T12:47:45,S000633,C0206,view_item,P008,,mobile,
E003503,2026-01-13T21:36:00,S000634,,session_start,,push,mobile,
E003504,2026-01-13T21:36:34,S000634,,search,,토트백|6,mobile,
E003505,2026-01-13T21:36:43,S000634,,view_category,,bottom,mobile,
E003506,2026-01-13T21:37:57,S000634,,view_item,P059,,mobile,
E003507,2026-01-13T21:39:09,S000634,,view_item,P045,,mobile,
E003508,2026-01-13T21:40:36,S000634,,view_item,P049,,mobile,
E003509,2026-01-13T06:49:00,S000635,,session_start,,search_ad,mobile,
E003510,2026-01-13T06:49:26,S000635,,view_category,,top,mobile,
E003511,2026-01-13T06:49:45,S000635,,view_item,P040,,mobile,
E003512,2026-01-13T06:50:45,S000635,,view_item,P035,,mobile,
E003513,2026-01-13T08:59:00,S000636,C0249,session_start,,push,app,
E003514,2026-01-13T08:59:27,S000636,C0249,view_category,,bag,app,
E003515,2026-01-13T08:59:44,S000636,C0249,apply_filter,,price=under_50k,app,
E003516,2026-01-13T09:00:39,S000636,C0249,view_item,P073,,app,
E003517,2026-01-13T09:01:03,S000636,C0249,view_item,P073,,app,
E003518,2026-01-13T09:01:59,S000636,C0249,view_item,P073,,app,
E003519,2026-01-13T09:02:59,S000636,C0249,view_item,P077,,app,
E003520,2026-01-13T09:04:13,S000636,C0249,view_item,P073,,app,
E003521,2026-01-13T09:05:24,S000636,C0249,view_item,P074,,app,
E003522,2026-01-13T20:42:00,S000637,C0406,session_start,,push,app,
E003523,2026-01-13T20:42:17,S000637,C0406,search,,여름 하객룩|7,app,
E003524,2026-01-13T20:42:24,S000637,C0406,view_category,,bottom,app,
E003525,2026-01-13T20:43:22,S000637,C0406,view_item,P048,,app,
E003526,2026-01-13T20:43:54,S000637,C0406,view_item,P055,,app,
E003527,2026-01-13T16:17:00,S000638,,session_start,,direct,desktop,
E003528,2026-01-13T16:17:05,S000638,,view_category,,dress,desktop,
E003529,2026-01-13T16:17:09,S000638,,apply_filter,,color=brown,desktop,
E003530,2026-01-13T16:17:50,S000638,,view_item,P068,,desktop,
E003531,2026-01-13T16:18:12,S000638,,view_item,P071,,desktop,
E003532,2026-01-13T15:22:00,S000639,,session_start,,search_ad,mobile,
E003533,2026-01-13T15:22:29,S000639,,view_category,,dress,mobile,
E003534,2026-01-13T15:23:46,S000639,,view_item,P061,,mobile,
E003535,2026-01-13T15:24:16,S000639,,view_item,P070,,mobile,
E003536,2026-01-14T17:40:00,S000640,C0429,session_start,,sns,app,
E003537,2026-01-14T17:40:38,S000640,C0429,search,,하객룩 원피스|15,app,
E003538,2026-01-14T17:41:05,S000640,C0429,view_category,,top,app,
E003539,2026-01-14T17:41:15,S000640,C0429,view_item,P020,,app,
E003540,2026-01-14T17:41:45,S000640,C0429,view_item,P039,,app,
E003541,2026-01-14T16:13:00,S000641,,session_start,,sns,desktop,
E003542,2026-01-14T16:13:37,S000641,,search,,여름 하객룩|7,desktop,
E003543,2026-01-14T16:14:01,S000641,,view_category,,bag,desktop,
E003544,2026-01-14T16:14:44,S000641,,view_item,P073,,desktop,
E003545,2026-01-14T16:15:23,S000641,,add_to_cart,P073,,desktop,
E003546,2026-01-14T16:15:39,S000641,,begin_checkout,P073,,desktop,
E003547,2026-01-14T16:16:45,S000641,,purchase,P073,75000,desktop,
E003548,2026-01-14T22:58:00,S000642,,session_start,,search_ad,mobile,
E003549,2026-01-14T22:58:33,S000642,,search,,토트백|6,mobile,
E003550,2026-01-14T22:58:40,S000642,,view_category,,dress,mobile,
E003551,2026-01-14T22:58:47,S000642,,apply_filter,,color=gray,mobile,
E003552,2026-01-14T22:59:32,S000642,,view_item,P070,,mobile,
E003553,2026-01-14T23:00:31,S000642,,view_item,P063,,mobile,
E003554,2026-01-14T23:01:51,S000642,,view_item,P066,,mobile,
E003555,2026-01-14T23:03:02,S000642,,view_item,P061,,mobile,
E003556,2026-01-14T23:03:41,S000642,,view_item,P061,,mobile,
E003557,2026-01-14T23:04:42,S000642,,view_item,P067,,mobile,
E003558,2026-01-14T17:55:00,S000643,C0420,session_start,,direct,mobile,
E003559,2026-01-14T17:55:13,S000643,C0420,view_category,,bottom,mobile,
E003560,2026-01-14T17:55:52,S000643,C0420,view_item,P055,,mobile,
E003561,2026-01-14T17:56:14,S000643,C0420,add_to_cart,P055,,mobile,
E003562,2026-01-14T17:31:00,S000644,,session_start,,sns,mobile,
E003563,2026-01-14T17:31:05,S000644,,view_category,,outer,mobile,
E003564,2026-01-14T17:32:04,S000644,,view_item,P001,,mobile,
E003565,2026-01-14T17:33:22,S000644,,view_item,P010,,mobile,
E003566,2026-01-14T17:34:25,S000644,,view_item,P017,,mobile,
E003567,2026-01-14T10:11:00,S000645,C0171,session_start,,direct,app,
E003568,2026-01-14T10:11:25,S000645,C0171,view_category,,bottom,app,
E003569,2026-01-14T10:11:38,S000645,C0171,apply_filter,,color=black,app,
E003570,2026-01-14T10:13:00,S000645,C0171,view_item,P048,,app,
E003571,2026-01-14T10:13:32,S000645,C0171,view_item,P052,,app,
E003572,2026-01-14T10:14:51,S000645,C0171,view_item,P045,,app,
E003573,2026-01-14T15:40:00,S000646,,session_start,,sns,mobile,
E003574,2026-01-14T15:40:11,S000646,,view_category,,top,mobile,
E003575,2026-01-14T15:40:30,S000646,,apply_filter,,color=black,mobile,
E003576,2026-01-14T15:41:11,S000646,,view_item,P037,,mobile,
E003577,2026-01-14T15:41:50,S000646,,view_item,P040,,mobile,
E003578,2026-01-14T15:42:12,S000646,,view_item,P038,,mobile,
E003579,2026-01-14T15:42:52,S000646,,view_item,P021,,mobile,
E003580,2026-01-14T15:43:16,S000646,,add_to_cart,P021,,mobile,
E003581,2026-01-14T15:43:45,S000646,,begin_checkout,P021,,mobile,
E003582,2026-01-14T21:29:00,S000647,C0564,session_start,,sns,app,
E003583,2026-01-14T21:29:14,S000647,C0564,view_category,,dress,app,
E003584,2026-01-14T21:29:59,S000647,C0564,view_item,P061,,app,
E003585,2026-01-14T21:30:51,S000647,C0564,view_item,P063,,app,
E003586,2026-01-14T13:41:00,S000648,,session_start,,search_ad,mobile,
E003587,2026-01-14T13:41:06,S000648,,search,,토트백|6,mobile,
E003588,2026-01-14T13:41:35,S000648,,view_category,,top,mobile,
E003589,2026-01-14T13:41:55,S000648,,view_item,P036,,mobile,
E003590,2026-01-14T13:42:47,S000648,,view_item,P037,,mobile,
E003591,2026-01-14T13:42:52,S000648,,wishlist_add,P037,,mobile,
E003592,2026-01-14T13:24:00,S000649,C0192,session_start,,sns,app,
E003593,2026-01-14T13:24:26,S000649,C0192,search,,오버핏 코트|12,app,
E003594,2026-01-14T13:24:53,S000649,C0192,view_category,,outer,app,
E003595,2026-01-14T13:25:08,S000649,C0192,apply_filter,,sort=price_low,app,
E003596,2026-01-14T13:25:54,S000649,C0192,view_item,P015,,app,
E003597,2026-01-14T13:26:07,S000649,C0192,view_item,P008,,app,
E003598,2026-01-14T13:26:45,S000649,C0192,view_item,P008,,app,
E003599,2026-01-14T13:27:24,S000649,C0192,view_item,P008,,app,
E003600,2026-01-14T13:27:47,S000649,C0192,add_to_cart,P008,,app,
E003601,2026-01-14T13:28:41,S000649,C0192,begin_checkout,P008,,app,
E003602,2026-01-14T13:30:53,S000649,C0192,purchase,P008,279000,app,
E003603,2026-01-14T21:03:00,S000650,C0350,session_start,,sns,app,
E003604,2026-01-14T21:03:08,S000650,C0350,view_category,,dress,app,
E003605,2026-01-14T21:03:50,S000650,C0350,view_item,P068,,app,
E003606,2026-01-14T21:04:54,S000650,C0350,view_item,P064,,app,
E003607,2026-01-14T21:05:04,S000650,C0350,view_item,P066,,app,
E003608,2026-01-14T21:06:11,S000650,C0350,view_item,P069,,app,
E003609,2026-01-14T21:06:47,S000650,C0350,view_item,P061,,app,
E003610,2026-01-14T21:07:42,S000650,C0350,view_item,P067,,app,
E003611,2026-01-14T13:24:00,S000651,,session_start,,direct,mobile,
E003612,2026-01-14T13:24:29,S000651,,view_category,,outer,mobile,
E003613,2026-01-14T13:24:40,S000651,,view_item,P007,,mobile,
E003614,2026-01-14T13:25:29,S000651,,view_item,P013,,mobile,
E003615,2026-01-14T13:26:20,S000651,,view_item,P007,,mobile,
E003616,2026-01-14T13:27:14,S000651,,view_item,P004,,mobile,
E003617,2026-01-14T13:27:19,S000651,,wishlist_add,P004,,mobile,
E003618,2026-01-14T14:54:00,S000652,,session_start,,sns,desktop,
E003619,2026-01-14T14:54:10,S000652,,view_category,,bottom,desktop,
E003620,2026-01-14T14:54:15,S000652,,apply_filter,,price=over_200k,desktop,
E003621,2026-01-14T14:55:32,S000652,,view_item,P042,,desktop,
E003622,2026-01-14T14:56:19,S000652,,view_item,P043,,desktop,
E003623,2026-01-14T10:13:00,S000653,,session_start,,search_ad,desktop,
E003624,2026-01-14T10:13:34,S000653,,search,,반팔 티셔츠|0,desktop,
E003625,2026-01-14T10:13:58,S000653,,view_category,,bag,desktop,
E003626,2026-01-14T10:14:02,S000653,,apply_filter,,color=white,desktop,
E003627,2026-01-14T10:15:24,S000653,,view_item,P080,,desktop,
E003628,2026-01-14T12:37:00,S000654,C0383,session_start,,sns,app,
E003629,2026-01-14T12:37:35,S000654,C0383,search,,오버핏 코트|12,app,
E003630,2026-01-14T12:37:57,S000654,C0383,view_category,,outer,app,
E003631,2026-01-14T12:38:12,S000654,C0383,apply_filter,,category=dress,app,
E003632,2026-01-14T12:38:53,S000654,C0383,view_item,P008,,app,
E003633,2026-01-14T14:36:00,S000655,C0138,session_start,,direct,mobile,
E003634,2026-01-14T14:36:27,S000655,C0138,view_category,,outer,mobile,
E003635,2026-01-14T14:36:38,S000655,C0138,view_item,P001,,mobile,
E003636,2026-01-14T14:38:00,S000655,C0138,view_item,P017,,mobile,
E003637,2026-01-14T14:39:20,S000655,C0138,view_item,P001,,mobile,
E003638,2026-01-14T15:00:00,S000656,,session_start,,sns,desktop,
E003639,2026-01-14T15:00:28,S000656,,view_category,,top,desktop,
E003640,2026-01-14T15:01:22,S000656,,view_item,P040,,desktop,
E003641,2026-01-14T15:02:32,S000656,,view_item,P040,,desktop,
E003642,2026-01-14T15:18:00,S000657,,session_start,,search_ad,mobile,
E003643,2026-01-14T15:18:14,S000657,,search,,하객룩 원피스|15,mobile,
E003644,2026-01-14T15:18:29,S000657,,view_category,,dress,mobile,
E003645,2026-01-14T15:19:23,S000657,,view_item,P068,,mobile,
E003646,2026-01-14T15:19:43,S000657,,add_to_cart,P068,,mobile,
E003647,2026-01-14T15:20:04,S000657,,begin_checkout,P068,,mobile,
E003648,2026-01-14T16:27:00,S000658,,session_start,,direct,mobile,
E003649,2026-01-14T16:27:29,S000658,,search,,린넨 셔츠|18,mobile,
E003650,2026-01-14T16:27:34,S000658,,view_category,,bottom,mobile,
E003651,2026-01-14T16:27:49,S000658,,view_item,P045,,mobile,
E003652,2026-01-14T16:28:25,S000658,,view_item,P049,,mobile,
E003653,2026-01-14T16:29:15,S000658,,view_item,P055,,mobile,
E003654,2026-01-14T11:47:00,S000659,,session_start,,direct,desktop,
E003655,2026-01-14T11:47:29,S000659,,view_category,,dress,desktop,
E003656,2026-01-14T11:47:34,S000659,,apply_filter,,size=S,desktop,
E003657,2026-01-14T11:48:44,S000659,,view_item,P069,,desktop,
E003658,2026-01-14T21:37:00,S000660,C0148,session_start,,search_ad,app,
E003659,2026-01-14T21:37:09,S000660,C0148,view_category,,outer,app,
E003660,2026-01-14T21:37:59,S000660,C0148,view_item,P007,,app,
E003661,2026-01-14T21:38:35,S000660,C0148,view_item,P008,,app,
E003662,2026-01-14T21:39:30,S000660,C0148,view_item,P017,,app,
E003663,2026-01-14T21:40:59,S000660,C0148,view_item,P008,,app,
E003664,2026-01-14T21:41:32,S000660,C0148,view_item,P008,,app,
E003665,2026-01-14T21:42:21,S000660,C0148,view_item,P017,,app,
E003666,2026-01-14T12:53:00,S000661,,session_start,,sns,desktop,
E003667,2026-01-14T12:53:23,S000661,,view_category,,outer,desktop,
E003668,2026-01-14T12:53:34,S000661,,view_item,P008,,desktop,
E003669,2026-01-14T12:54:19,S000661,,view_item,P017,,desktop,
E003670,2026-01-14T12:54:26,S000661,,wishlist_add,P017,,desktop,
E003671,2026-01-14T12:00:00,S000662,C0190,session_start,,organic,mobile,
E003672,2026-01-14T12:00:07,S000662,C0190,view_category,,bottom,mobile,
E003673,2026-01-14T12:00:27,S000662,C0190,view_item,P055,,mobile,
E003674,2026-01-14T14:58:00,S000663,,session_start,,direct,mobile,
E003675,2026-01-14T14:58:23,S000663,,search,,오버핏 코트|12,mobile,
E003676,2026-01-14T14:58:41,S000663,,view_category,,bottom,mobile,
E003677,2026-01-14T14:58:45,S000663,,apply_filter,,sort=popular,mobile,
E003678,2026-01-14T14:59:10,S000663,,view_item,P042,,mobile,
E003679,2026-01-14T19:35:00,S000664,C0110,session_start,,organic,mobile,
E003680,2026-01-14T19:35:27,S000664,C0110,search,,하객룩 원피스|15,mobile,
E003681,2026-01-14T19:35:42,S000664,C0110,view_category,,bottom,mobile,
E003682,2026-01-14T19:35:50,S000664,C0110,apply_filter,,price=100k_200k,mobile,
E003683,2026-01-14T19:37:05,S000664,C0110,view_item,P048,,mobile,
E003684,2026-01-14T19:37:31,S000664,C0110,add_to_cart,P048,,mobile,
E003685,2026-01-14T19:37:59,S000664,C0110,begin_checkout,P048,,mobile,
E003686,2026-01-14T14:51:00,S000665,C0190,session_start,,search_ad,app,
E003687,2026-01-14T14:51:16,S000665,C0190,view_category,,bottom,app,
E003688,2026-01-14T14:51:31,S000665,C0190,view_item,P050,,app,
E003689,2026-01-14T14:52:11,S000665,C0190,view_item,P048,,app,
E003690,2026-01-14T14:53:00,S000665,C0190,view_item,P043,,app,
E003691,2026-01-14T14:54:25,S000665,C0190,view_item,P042,,app,
E003692,2026-01-14T12:29:00,S000666,,session_start,,organic,mobile,
E003693,2026-01-14T12:29:16,S000666,,search,,린넨 셔츠|18,mobile,
E003694,2026-01-14T12:29:21,S000666,,view_category,,dress,mobile,
E003695,2026-01-14T12:30:14,S000666,,view_item,P071,,mobile,
E003696,2026-01-14T12:31:19,S000666,,view_item,P062,,mobile,
E003697,2026-01-14T12:32:11,S000666,,view_item,P070,,mobile,
E003698,2026-01-14T09:37:00,S000667,,session_start,,sns,mobile,
E003699,2026-01-14T09:37:06,S000667,,search,,오버핏 코트|12,mobile,
E003700,2026-01-14T09:37:17,S000667,,view_category,,bag,mobile,
E003701,2026-01-14T09:37:57,S000667,,view_item,P078,,mobile,
E003702,2026-01-14T09:39:20,S000667,,view_item,P075,,mobile,
E003703,2026-01-14T09:40:00,S000667,,view_item,P078,,mobile,
E003704,2026-01-14T09:40:51,S000667,,view_item,P078,,mobile,
E003705,2026-01-14T15:06:00,S000668,,session_start,,organic,mobile,
E003706,2026-01-14T15:06:22,S000668,,search,,바라클라바|0,mobile,
E003707,2026-01-14T09:40:00,S000669,C0479,session_start,,search_ad,app,
E003708,2026-01-14T09:40:29,S000669,C0479,search,,반팔 티셔츠|0,app,
E003709,2026-01-14T18:00:00,S000670,,session_start,,direct,desktop,
E003710,2026-01-14T18:00:35,S000670,,search,,가디건|20,desktop,
E003711,2026-01-14T18:00:52,S000670,,view_category,,top,desktop,
E003712,2026-01-14T18:00:55,S000670,,apply_filter,,price=under_50k,desktop,
E003713,2026-01-14T18:01:08,S000670,,view_item,P038,,desktop,
E003714,2026-01-14T18:01:14,S000670,,wishlist_add,P038,,desktop,
E003715,2026-01-14T16:13:00,S000671,,session_start,,direct,mobile,
E003716,2026-01-14T16:13:07,S000671,,view_category,,bottom,mobile,
E003717,2026-01-14T16:13:25,S000671,,apply_filter,,color=navy,mobile,
E003718,2026-01-14T16:14:23,S000671,,view_item,P043,,mobile,
E003719,2026-01-14T16:15:30,S000671,,view_item,P048,,mobile,
E003720,2026-01-14T16:16:03,S000671,,add_to_cart,P048,,mobile,
E003721,2026-01-14T15:42:00,S000672,,session_start,,direct,mobile,
E003722,2026-01-14T15:42:19,S000672,,search,,오버핏 코트|12,mobile,
E003723,2026-01-14T15:42:41,S000672,,view_category,,bottom,mobile,
E003724,2026-01-14T15:42:54,S000672,,apply_filter,,price=50k_100k,mobile,
E003725,2026-01-14T15:44:07,S000672,,view_item,P053,,mobile,
E003726,2026-01-14T15:44:25,S000672,,add_to_cart,P053,,mobile,
E003727,2026-01-14T15:45:01,S000672,,begin_checkout,P053,,mobile,
E003728,2026-01-14T16:30:00,S000673,C0535,session_start,,sns,app,
E003729,2026-01-14T16:30:24,S000673,C0535,search,,크롭 니트|9,app,
E003730,2026-01-14T16:30:41,S000673,C0535,view_category,,bottom,app,
E003731,2026-01-14T16:31:25,S000673,C0535,view_item,P043,,app,
E003732,2026-01-14T16:32:06,S000673,C0535,view_item,P042,,app,
E003733,2026-01-14T16:32:10,S000673,C0535,wishlist_add,P042,,app,
E003734,2026-01-14T19:58:00,S000674,C0383,session_start,,search_ad,app,
E003735,2026-01-14T19:58:10,S000674,C0383,search,,데님 스커트|8,app,
E003736,2026-01-14T19:58:30,S000674,C0383,view_category,,dress,app,
E003737,2026-01-14T19:58:45,S000674,C0383,apply_filter,,sort=price_low,app,
E003738,2026-01-14T20:00:00,S000674,C0383,view_item,P069,,app,
E003739,2026-01-14T20:01:14,S000674,C0383,view_item,P070,,app,
E003740,2026-01-14T09:40:00,S000675,,session_start,,sns,mobile,
E003741,2026-01-14T09:40:05,S000675,,view_category,,bottom,mobile,
E003742,2026-01-14T09:40:09,S000675,,apply_filter,,sort=popular,mobile,
E003743,2026-01-14T09:40:35,S000675,,view_item,P049,,mobile,
E003744,2026-01-14T09:40:49,S000675,,view_item,P055,,mobile,
E003745,2026-01-14T19:42:00,S000676,C0487,session_start,,sns,mobile,
E003746,2026-01-14T19:42:09,S000676,C0487,view_category,,bottom,mobile,
E003747,2026-01-14T19:43:25,S000676,C0487,view_item,P042,,mobile,
E003748,2026-01-14T20:59:00,S000677,,session_start,,push,mobile,
E003749,2026-01-14T20:59:10,S000677,,view_category,,top,mobile,
E003750,2026-01-14T20:59:57,S000677,,view_item,P038,,mobile,
E003751,2026-01-14T21:00:04,S000677,,wishlist_add,P038,,mobile,
E003752,2026-01-14T12:39:00,S000678,,session_start,,direct,mobile,
E003753,2026-01-14T12:39:25,S000678,,view_category,,bag,mobile,
E003754,2026-01-14T12:39:28,S000678,,apply_filter,,category=bag,mobile,
E003755,2026-01-14T12:40:42,S000678,,view_item,P080,,mobile,
E003756,2026-01-14T12:42:01,S000678,,view_item,P079,,mobile,
E003757,2026-01-14T12:42:17,S000678,,view_item,P073,,mobile,
E003758,2026-01-14T12:41:00,S000679,C0167,session_start,,direct,app,
E003759,2026-01-14T12:41:20,S000679,C0167,view_category,,top,app,
E003760,2026-01-14T12:42:40,S000679,C0167,view_item,P036,,app,
