order_id,line_no,order_time,customer_id,product_id,quantity,unit_price,discount_rate,status,channel
O001064,1,2026-01-21T14:48,C0579,P042,1,85000,0.0,completed,web
O001065,1,2026-01-21T12:00,C0281,P024,1,55000,0.0,completed,app
O001066,1,2026-01-21T06:02,C0113,P006,1,275000,0.0,returned,web
O001067,1,2026-01-21T11:07,C0089,P073,1,75000,0.0,completed,app
O001068,1,2026-01-21T13:38,C0513,P040,1,44000,0.0,completed,web
O001069,1,2026-01-21T12:47,C0077,P070,1,114000,0.0,completed,app
O001069,2,2026-01-21T12:47,C0077,P064,1,127000,0.0,completed,app
O001069,3,2026-01-21T12:47,C0077,P054,1,50000,0.0,completed,app
O001070,1,2026-01-21T13:49,C0283,P016,1,169000,0.0,completed,app
O001071,1,2026-01-21T16:19,C0200,P064,1,127000,0.0,completed,app
O001072,1,2026-01-22T10:00,C0221,P027,1,63000,0.0,completed,app
O001072,2,2026-01-22T10:00,C0221,P040,1,44000,0.0,completed,app
O001072,3,2026-01-22T10:00,C0221,P036,1,65000,0.0,completed,app
O001073,1,2026-01-22T16:44,C0479,P078,1,108000,0.0,completed,web
O001074,1,2026-01-22T13:32,C0249,P038,1,38000,0.0,completed,app
O001075,1,2026-01-22T11:37,C0353,P042,1,85000,0.0,completed,app
O001076,1,2026-01-22T14:40,C0492,P078,1,108000,0.0,completed,app
O001076,2,2026-01-22T14:40,C0492,P009,1,194000,0.0,completed,app
O001076,3,2026-01-22T14:40,C0492,P080,1,109000,0.0,completed,app
O001077,1,2026-01-22T16:38,C0564,P064,1,127000,0.0,completed,app
O001078,1,2026-01-22T16:13,C0283,P003,1,136000,0.0,returned,app
O001079,1,2026-01-22T23:24,C0103,P056,2,61000,0.0,completed,web
O001080,1,2026-01-22T17:17,C0587,P011,1,265000,0.0,completed,app
O001080,2,2026-01-22T17:17,C0587,P006,1,275000,0.0,completed,app
O001081,1,2026-01-22T06:20,C0018,P037,1,49000,0.0,returned,app
O001081,2,2026-01-22T06:20,C0018,P021,1,72000,0.0,returned,app
O001082,1,2026-01-22T14:41,C0443,P073,1,75000,0.0,completed,app
O001083,1,2026-01-22T19:10,C0196,P023,1,53000,0.0,completed,app
O001084,1,2026-01-22T17:03,C0143,P045,1,64000,0.0,completed,web
O001085,1,2026-01-22T12:27,C0136,P016,1,169000,0.0,completed,app
O001086,1,2026-01-22T19:12,C0277,P061,1,115000,0.0,completed,app
O001086,2,2026-01-22T19:12,C0277,P008,1,279000,0.0,completed,app
O001087,1,2026-01-22T18:44,C0469,P010,1,263000,0.0,cancelled,web
O001087,2,2026-01-22T18:44,C0469,P013,1,271000,0.0,cancelled,web
O001088,1,2026-01-22T14:53,C0063,P064,1,127000,0.0,completed,web
O001089,1,2026-01-22T09:59,C0058,P055,1,88000,0.0,completed,web
O001090,1,2026-01-22T22:56,C0206,P007,1,262000,0.0,completed,web
O001091,1,2026-01-22T07:46,C0594,P040,1,44000,0.0,completed,app
O001092,1,2026-01-22T17:03,C0069,P007,1,262000,0.0,completed,web
O001093,1,2026-01-22T12:05,C0477,P060,1,82000,0.0,completed,app
O001093,2,2026-01-22T12:05,C0477,P016,1,169000,0.0,completed,app
O001094,1,2026-01-22T11:10,C0190,P043,1,91000,0.0,completed,web
O001095,1,2026-01-22T12:25,C0452,P007,1,262000,0.0,completed,web
O001096,1,2026-01-22T19:34,C0249,P007,1,262000,0.0,completed,app
O001097,1,2026-01-22T12:49,C0186,P017,1,274000,0.0,completed,app
O001098,1,2026-01-22T16:22,C0510,P014,1,203000,0.0,completed,app
O001099,1,2026-01-22T15:51,C0249,P075,1,81000,0.0,returned,web
O001099,2,2026-01-22T15:51,C0249,P001,1,193000,0.0,returned,web
O001100,1,2026-01-22T19:58,C0353,P045,1,64000,0.0,completed,app
O001100,2,2026-01-22T19:58,C0353,P042,1,85000,0.0,completed,app
O001100,3,2026-01-22T19:58,C0353,P055,1,88000,0.0,completed,app
O001101,1,2026-01-22T12:06,C0245,P052,1,74000,0.0,cancelled,web
O001102,1,2026-01-22T17:14,C0279,P001,1,193000,0.0,cancelled,web
O001103,1,2026-01-22T17:49,C0544,P010,2,263000,0.0,returned,web
O001103,2,2026-01-22T17:49,C0544,P017,1,274000,0.0,returned,web
O001104,1,2026-01-22T13:20,C0136,P001,1,193000,0.0,completed,app
O001104,2,2026-01-22T13:20,C0136,P045,1,64000,0.0,completed,app
O001105,1,2026-01-22T19:08,C0096,P023,1,53000,0.0,returned,app
O001105,2,2026-01-22T19:08,C0096,P038,1,38000,0.0,returned,app
O001105,3,2026-01-22T19:08,C0096,P040,1,44000,0.0,returned,app
O001106,1,2026-01-22T07:43,C0570,P008,1,279000,0.0,completed,web
O001107,1,2026-01-22T11:07,C0220,P001,1,193000,0.0,completed,app
O001107,2,2026-01-22T11:07,C0220,P080,1,109000,0.0,completed,app
O001108,1,2026-01-22T14:40,C0325,P008,1,279000,0.0,completed,web
O001109,1,2026-01-22T05:51,C0489,P015,1,222000,0.0,completed,web
O001110,1,2026-01-22T12:11,C0556,P028,1,39000,0.0,completed,app
O001110,2,2026-01-22T12:11,C0556,P015,2,222000,0.0,completed,app
O001111,1,2026-01-22T13:33,C0587,P017,1,274000,0.0,completed,app
O001111,2,2026-01-22T13:33,C0587,P007,1,262000,0.0,completed,app
O001112,1,2026-01-22T20:03,C0325,P009,1,194000,0.0,completed,web
O001113,1,2026-01-22T22:46,C0522,P001,1,193000,0.0,returned,app
O001114,1,2026-01-23T15:47,C0032,P008,1,279000,0.0,completed,web
O001115,1,2026-01-23T18:25,C0041,P020,2,41000,0.0,completed,web
O001115,2,2026-01-23T18:25,C0041,P027,2,63000,0.0,completed,web
O001116,1,2026-01-23T11:34,C0220,P055,1,88000,0.0,completed,app
O001117,1,2026-01-23T12:56,C0570,P043,1,91000,0.0,completed,web
O001118,1,2026-01-23T14:39,C0469,P040,1,44000,0.0,completed,web
O001119,1,2026-01-23T13:15,C0229,P013,1,271000,0.0,completed,app
O001120,1,2026-01-23T14:14,C0368,P052,2,74000,0.0,completed,web
O001120,2,2026-01-23T14:14,C0368,P055,1,88000,0.0,completed,web
O001120,3,2026-01-23T14:14,C0368,P015,3,222000,0.0,completed,web
O001121,1,2026-01-23T18:22,C0361,P037,1,49000,0.0,completed,app
O001122,1,2026-01-23T23:07,C0302,P009,1,194000,0.0,returned,app
O001123,1,2026-01-23T12:19,C0257,P048,1,92000,0.0,completed,app
O001124,1,2026-01-23T06:21,C0299,P048,1,92000,0.0,completed,app
O001124,2,2026-01-23T06:21,C0299,P048,1,92000,0.0,completed,app
O001125,1,2026-01-23T14:43,C0244,P008,1,279000,0.0,completed,app
O001126,1,2026-01-23T19:48,C0496,P038,1,38000,0.0,completed,app
O001127,1,2026-01-23T18:38,C0235,P040,1,44000,0.0,completed,app
O001128,1,2026-01-23T16:08,C0111,P042,1,85000,0.0,completed,app
O001129,1,2026-01-23T11:46,C0579,P045,1,64000,0.0,returned,web
O001129,2,2026-01-23T11:46,C0579,P013,1,271000,0.0,returned,web
O001130,1,2026-01-23T17:53,C0188,P013,1,271000,0.0,completed,web
O001131,1,2026-01-23T17:39,C0478,P052,1,74000,0.0,completed,web
O001132,1,2026-01-23T16:15,C0089,P009,1,194000,0.0,completed,app
O001133,1,2026-01-23T12:39,C0209,P040,1,44000,0.0,returned,app
O001133,2,2026-01-23T12:39,C0209,P021,1,72000,0.0,returned,app
O001133,3,2026-01-23T12:39,C0209,P072,1,95000,0.0,returned,app
O001134,1,2026-01-23T14:32,C0113,P001,1,193000,0.0,returned,web
O001135,1,2026-01-23T21:25,C0353,P043,1,91000,0.0,completed,app
O001135,2,2026-01-23T21:25,C0353,P080,1,109000,0.0,completed,app
O001136,1,2026-01-23T15:37,C0388,P023,1,53000,0.0,completed,web
O001137,1,2026-01-23T15:54,C0190,P011,1,265000,0.0,completed,app
O001138,1,2026-01-23T10:04,C0333,P008,1,279000,0.0,completed,web
O001139,1,2026-01-23T13:20,C0416,P008,1,279000,0.0,completed,web
O001140,1,2026-01-23T19:33,C0570,P021,1,72000,0.0,completed,web
O001140,2,2026-01-23T19:33,C0570,P033,1,65000,0.0,completed,web
O001140,3,2026-01-23T19:33,C0570,P045,1,64000,0.0,completed,web
O001141,1,2026-01-23T14:35,C0393,P021,1,72000,0.0,completed,web
O001141,2,2026-01-23T14:35,C0393,P040,1,44000,0.0,completed,web
O001142,1,2026-01-23T15:41,C0096,P080,1,109000,0.0,completed,app
O001143,1,2026-01-23T23:37,C0353,P051,1,78000,0.0,completed,web
O001143,2,2026-01-23T23:37,C0353,P080,1,109000,0.0,completed,web
O001144,1,2026-01-23T10:32,C0467,P007,1,262000,0.0,completed,app
O001144,2,2026-01-23T10:32,C0467,P008,1,279000,0.0,completed,app
O001145,1,2026-01-23T12:27,C0153,P020,1,41000,0.0,completed,app
O001146,1,2026-01-23T20:27,C0223,P042,1,85000,0.0,completed,app
O001147,1,2026-01-23T14:02,C0099,P016,1,169000,0.0,completed,app
O001147,2,2026-01-23T14:02,C0099,P038,1,38000,0.0,completed,app
O001148,1,2026-01-23T17:20,C0283,P040,1,44000,0.0,completed,app
O001149,1,2026-01-23T19:57,C0495,P001,3,193000,0.0,completed,app
O001150,1,2026-01-23T11:16,C0469,P017,1,274000,0.0,completed,web
O001151,1,2026-01-23T13:51,C0074,P034,1,57000,0.0,completed,web
O001152,1,2026-01-23T14:11,C0051,P008,1,279000,0.0,completed,web
O001153,1,2026-01-23T18:29,C0230,P035,3,49000,0.0,completed,web
O001154,1,2026-01-23T12:55,C0218,P004,2,157000,0.0,completed,web
O001155,1,2026-01-23T12:09,C0214,P017,1,274000,0.0,completed,app
O001156,1,2026-01-23T16:43,C0596,P017,1,274000,0.0,completed,web
O001157,1,2026-01-23T23:46,C0579,P016,1,169000,0.0,completed,app
O001157,2,2026-01-23T23:46,C0579,P078,1,108000,0.0,completed,app
O001158,1,2026-01-23T13:37,C0057,P013,1,271000,0.0,completed,web
O001159,1,2026-01-23T19:15,C0459,P076,1,101000,0.0,completed,web
O001160,1,2026-01-23T12:57,C0181,P015,1,222000,0.0,completed,app
O001161,1,2026-01-23T10:37,C0001,P075,1,81000,0.0,completed,web
O001162,1,2026-01-23T20:46,C0582,P008,1,279000,0.0,completed,web
O001163,1,2026-01-24T13:33,C0090,P008,1,279000,0.0,completed,app
O001164,1,2026-01-24T10:41,C0259,P040,1,44000,0.0,completed,web
O001164,2,2026-01-24T10:41,C0259,P008,1,279000,0.0,completed,web
O001164,3,2026-01-24T10:41,C0259,P075,1,81000,0.0,completed,web
O001165,1,2026-01-24T18:38,C0249,P075,1,81000,0.0,returned,app
O001166,1,2026-01-24T17:29,C0279,P008,1,279000,0.0,completed,app
O001166,2,2026-01-24T17:29,C0279,P006,1,275000,0.0,completed,app
O001167,1,2026-01-24T18:13,C0061,P050,1,84000,0.0,completed,app
O001167,2,2026-01-24T18:13,C0061,P045,1,64000,0.0,completed,app
O001167,3,2026-01-24T18:13,C0061,P016,3,169000,0.0,completed,app
O001168,1,2026-01-24T19:50,C0035,P017,1,274000,0.0,completed,web
O001169,1,2026-01-24T11:56,C0491,P080,1,109000,0.0,completed,web
O001170,1,2026-01-24T12:09,C0066,P007,1,262000,0.0,completed,app
O001171,1,2026-01-24T10:36,C0110,P048,1,92000,0.0,completed,app
O001171,2,2026-01-24T10:36,C0110,P064,1,127000,0.0,completed,app
O001172,1,2026-01-24T16:45,C0479,P008,1,279000,0.0,completed,app
O001172,2,2026-01-24T16:45,C0479,P065,1,119000,0.0,completed,app
O001172,3,2026-01-24T16:45,C0479,P040,1,44000,0.0,completed,app
O001173,1,2026-01-24T05:29,C0564,P008,1,279000,0.0,completed,web
O001173,2,2026-01-24T05:29,C0564,P063,1,124000,0.0,completed,web
O001174,1,2026-01-24T18:04,C0274,P043,1,91000,0.0,returned,app
O001175,1,2026-01-24T18:16,C0520,P026,1,48000,0.0,completed,web
O001176,1,2026-01-24T09:59,C0190,P080,1,109000,0.0,completed,app
O001176,2,2026-01-24T09:59,C0190,P027,1,63000,0.0,completed,app
O001177,1,2026-01-24T11:11,C0022,P037,1,49000,0.0,completed,web
O001178,1,2026-01-24T08:35,C0375,P061,1,115000,0.0,completed,web
O001179,1,2026-01-24T13:26,C0583,P008,1,279000,0.0,completed,app
O001179,2,2026-01-24T13:26,C0583,P062,1,86000,0.0,completed,app
O001180,1,2026-01-24T08:25,C0058,P029,1,39000,0.0,completed,app
O001181,1,2026-01-24T13:17,C0383,P007,1,262000,0.0,completed,web
O001181,2,2026-01-24T13:17,C0383,P008,1,279000,0.0,completed,web
O001182,1,2026-01-24T13:34,C0248,P048,1,92000,0.0,completed,app
O001183,1,2026-01-24T10:18,C0333,P048,1,92000,0.0,completed,app
O001184,1,2026-01-24T17:45,C0109,P055,1,88000,0.0,completed,web
O001184,2,2026-01-24T17:45,C0109,P001,1,193000,0.0,completed,web
O001184,3,2026-01-24T17:45,C0109,P048,1,92000,0.0,completed,web
O001185,1,2026-01-24T12:34,C0450,P008,1,279000,0.0,completed,app
O001186,1,2026-01-24T10:47,C0250,P040,1,44000,0.0,completed,app
O001187,1,2026-01-24T10:31,C0333,P020,1,41000,0.0,completed,app
O001188,1,2026-01-24T12:58,C0022,P040,1,44000,0.0,completed,web
O001189,1,2026-01-24T14:50,C0335,P027,1,63000,0.0,completed,web
O001190,1,2026-01-24T19:20,C0469,P013,1,271000,0.0,completed,app
O001191,1,2026-01-24T16:32,C0505,P015,1,222000,0.0,completed,web
O001192,1,2026-01-24T17:48,C0153,P021,1,72000,0.0,completed,app
O001193,1,2026-01-24T11:07,C0109,P011,1,265000,0.0,completed,app
O001193,2,2026-01-24T11:07,C0109,P027,1,63000,0.0,completed,app
O001194,1,2026-01-24T13:54,C0209,P008,1,279000,0.0,completed,app
O001195,1,2026-01-24T10:00,C0186,P014,1,203000,0.0,completed,app
O001195,2,2026-01-24T10:00,C0186,P008,1,279000,0.0,completed,app
O001196,1,2026-01-24T20:12,C0515,P011,1,265000,0.0,completed,app
O001196,2,2026-01-24T20:12,C0515,P005,1,227000,0.0,completed,app
O001197,1,2026-01-24T19:54,C0068,P001,1,193000,0.0,completed,web
O001198,1,2026-01-24T19:40,C0294,P017,1,274000,0.0,returned,app
O001199,1,2026-01-24T13:26,C0333,P015,1,222000,0.0,completed,app
O001200,1,2026-01-24T15:52,C0587,P017,1,274000,0.0,completed,app
O001200,2,2026-01-24T15:52,C0587,P008,1,279000,0.0,completed,app
O001201,1,2026-01-24T18:35,C0302,P016,1,169000,0.0,completed,web
O001201,2,2026-01-24T18:35,C0302,P074,1,107000,0.0,completed,web
O001202,1,2026-01-24T14:48,C0294,P006,1,275000,0.0,returned,web
O001202,2,2026-01-24T14:48,C0294,P017,1,274000,0.0,returned,web
O001203,1,2026-01-24T13:34,C0566,P017,1,274000,0.0,completed,app
O001204,1,2026-01-24T13:08,C0600,P017,1,274000,0.0,completed,app
O001205,1,2026-01-24T13:12,C0455,P016,1,169000,0.0,completed,web
O001206,1,2026-01-24T14:09,C0572,P027,1,63000,0.0,completed,web
O001207,1,2026-01-24T12:26,C0357,P080,1,109000,0.0,completed,app
O001208,1,2026-01-24T15:45,C0114,P008,1,279000,0.0,completed,app
O001208,2,2026-01-24T15:45,C0114,P015,1,222000,0.0,completed,app
O001208,3,2026-01-24T15:45,C0114,P007,1,262000,0.0,completed,app
O001209,1,2026-01-24T15:26,C0580,P013,1,271000,0.0,completed,web
O001210,1,2026-01-24T16:13,C0469,P040,1,44000,0.0,completed,web
O001211,1,2026-01-24T12:45,C0275,P013,1,271000,0.0,completed,app
O001212,1,2026-01-24T14:06,C0018,P035,1,49000,0.0,completed,app
O001213,1,2026-01-24T16:50,C0011,P017,1,274000,0.0,cancelled,web
O001213,2,2026-01-24T16:50,C0011,P078,1,108000,0.0,cancelled,web
O001214,1,2026-01-24T09:09,C0010,P008,1,279000,0.0,completed,web
O001215,1,2026-01-25T10:30,C0033,P017,1,274000,0.0,completed,web
O001215,2,2026-01-25T10:30,C0033,P060,1,82000,0.0,completed,web
O001216,1,2026-01-25T17:33,C0467,P038,1,38000,0.0,completed,app
O001217,1,2026-01-25T05:09,C0477,P043,1,91000,0.0,completed,app
O001218,1,2026-01-25T18:56,C0099,P021,1,72000,0.0,completed,app
O001219,1,2026-01-25T11:31,C0213,P037,1,49000,0.0,completed,web
O001219,2,2026-01-25T11:31,C0213,P017,1,274000,0.0,completed,web
O001219,3,2026-01-25T11:31,C0213,P038,1,38000,0.0,completed,web
O001220,1,2026-01-25T10:04,C0164,P029,1,39000,0.0,completed,app
O001221,1,2026-01-25T17:23,C0582,P017,1,274000,0.0,returned,app
O001222,1,2026-01-25T16:15,C0438,P001,1,193000,0.0,completed,web
O001223,1,2026-01-25T14:02,C0053,P078,1,108000,0.0,completed,web
O001224,1,2026-01-25T07:43,C0515,P016,1,169000,0.0,completed,web
O001225,1,2026-01-25T20:44,C0077,P046,1,59000,0.0,completed,web
O001226,1,2026-01-25T23:59,C0429,P049,1,78000,0.0,completed,app
O001227,1,2026-01-25T08:25,C0477,P060,1,82000,0.0,cancelled,app
O001228,1,2026-01-25T13:00,C0595,P040,1,44000,0.0,completed,app
O001229,1,2026-01-25T15:15,C0018,P011,1,265000,0.0,completed,web
O001230,1,2026-01-25T14:47,C0490,P063,1,124000,0.0,completed,web
O001231,1,2026-01-25T14:37,C0545,P047,1,58000,0.0,completed,app
O001232,1,2026-01-25T14:52,C0275,P017,1,274000,0.0,completed,app
O001232,2,2026-01-25T14:52,C0275,P043,1,91000,0.0,completed,app
O001232,3,2026-01-25T14:52,C0275,P053,1,100000,0.0,completed,app
O001233,1,2026-01-25T19:19,C0447,P001,1,193000,0.0,completed,app
O001234,1,2026-01-25T14:41,C0411,P052,1,74000,0.0,completed,app
O001234,2,2026-01-25T14:41,C0411,P055,1,88000,0.0,completed,app
O001235,1,2026-01-25T14:23,C0011,P028,1,39000,0.0,completed,app
O001236,1,2026-01-25T18:53,C0489,P008,1,279000,0.0,completed,web
O001236,2,2026-01-25T18:53,C0489,P010,1,263000,0.0,completed,web
O001237,1,2026-01-25T14:27,C0265,P008,1,279000,0.0,completed,web
O001238,1,2026-01-25T15:15,C0558,P015,1,222000,0.0,completed,app
O001239,1,2026-01-25T13:07,C0248,P055,1,88000,0.0,completed,app
O001240,1,2026-01-25T16:37,C0327,P038,1,38000,0.0,completed,web
O001241,1,2026-01-25T16:42,C0005,P033,1,65000,0.0,completed,app
O001242,1,2026-01-25T17:52,C0493,P017,1,274000,0.0,completed,web
O001242,2,2026-01-25T17:52,C0493,P008,1,279000,0.0,completed,web
O001243,1,2026-01-25T11:07,C0275,P058,1,99000,0.0,returned,app
O001243,2,2026-01-25T11:07,C0275,P018,1,273000,0.0,returned,app
O001244,1,2026-01-25T15:47,C0526,P008,1,279000,0.0,completed,web
O001244,2,2026-01-25T15:47,C0526,P040,1,44000,0.0,completed,web
O001245,1,2026-01-25T11:32,C0215,P055,1,88000,0.0,completed,app
O001246,1,2026-01-25T13:00,C0066,P040,1,44000,0.0,completed,app
O001247,1,2026-01-25T20:34,C0090,P006,1,275000,0.0,completed,app
O001248,1,2026-01-25T09:30,C0250,P038,1,38000,0.0,completed,web
O001248,2,2026-01-25T09:30,C0250,P017,1,274000,0.0,completed,web
O001249,1,2026-01-25T12:52,C0109,P001,1,193000,0.0,returned,web
O001250,1,2026-01-25T18:45,C0382,P038,1,38000,0.0,completed,web
O001251,1,2026-01-25T16:56,C0508,P043,1,91000,0.0,completed,web
O001252,1,2026-01-25T15:19,C0113,P017,1,274000,0.0,completed,web
O001253,1,2026-01-25T15:50,C0025,P013,1,271000,0.0,completed,web
O001254,1,2026-01-25T15:48,C0357,P010,1,263000,0.0,completed,web
O001254,2,2026-01-25T15:48,C0357,P011,1,265000,0.0,completed,web
O001255,1,2026-01-25T16:43,C0361,P043,1,91000,0.0,completed,web
O001256,1,2026-01-25T12:08,C0393,P025,1,54000,0.0,completed,web
O001257,1,2026-01-25T14:17,C0551,P055,1,88000,0.0,completed,web
O001258,1,2026-01-25T16:06,C0275,P008,1,279000,0.0,completed,app
O001259,1,2026-01-25T10:26,C0186,P001,1,193000,0.0,completed,web
O001259,2,2026-01-25T10:26,C0186,P016,1,169000,0.0,completed,web
O001260,1,2026-01-25T15:38,C0579,P017,1,274000,0.0,completed,web
O001261,1,2026-01-25T10:33,C0460,P008,1,279000,0.0,completed,app
O001262,1,2026-01-25T13:40,C0380,P055,1,88000,0.0,completed,web
O001263,1,2026-01-25T10:40,C0403,P008,1,279000,0.0,completed,app
O001264,1,2026-01-25T13:41,C0089,P062,1,86000,0.0,completed,app
O001264,2,2026-01-25T13:41,C0089,P045,1,64000,0.0,completed,app
O001264,3,2026-01-25T13:41,C0089,P072,1,95000,0.0,completed,app
O001265,1,2026-01-25T08:36,C0111,P075,1,81000,0.0,completed,web
O001266,1,2026-01-25T23:57,C0600,P066,1,110000,0.0,completed,app
O001267,1,2026-01-25T14:51,C0397,P016,1,169000,0.0,completed,app
O001267,2,2026-01-25T14:51,C0397,P009,1,194000,0.0,completed,app
O001268,1,2026-01-25T11:55,C0096,P076,1,101000,0.0,completed,app
O001268,2,2026-01-25T11:55,C0096,P013,1,271000,0.0,completed,app
O001269,1,2026-01-26T13:55,C0469,P011,1,265000,0.0,completed,web
O001269,2,2026-01-26T13:55,C0469,P038,1,38000,0.0,completed,web
O001270,1,2026-01-26T17:30,C0541,P040,3,44000,0.0,completed,app
O001270,2,2026-01-26T17:30,C0541,P075,2,81000,0.0,completed,app
O001271,1,2026-01-26T17:44,C0246,P040,1,44000,0.0,completed,web
O001271,2,2026-01-26T17:44,C0246,P013,1,271000,0.0,completed,web
O001271,3,2026-01-26T17:44,C0246,P017,1,274000,0.0,completed,web
O001272,1,2026-01-26T15:43,C0181,P061,1,115000,0.0,completed,web
O001273,1,2026-01-26T15:34,C0572,P008,1,279000,0.0,completed,web
O001274,1,2026-01-26T23:33,C0028,P048,1,92000,0.0,completed,app
O001275,1,2026-01-26T17:29,C0206,P011,1,265000,0.0,completed,web
O001275,2,2026-01-26T17:29,C0206,P008,1,279000,0.0,completed,web
O001275,3,2026-01-26T17:29,C0206,P008,1,279000,0.0,completed,web
O001276,1,2026-01-26T18:35,C0016,P020,1,41000,0.0,completed,web
O001277,1,2026-01-26T07:26,C0068,P055,1,88000,0.0,completed,app
O001278,1,2026-01-26T12:20,C0018,P064,1,127000,0.0,completed,web
O001279,1,2026-01-26T14:15,C0302,P008,1,279000,0.0,completed,app
O001280,1,2026-01-26T16:53,C0477,P042,1,85000,0.0,completed,web
O001281,1,2026-01-26T16:43,C0492,P009,1,194000,0.0,completed,app
O001282,1,2026-01-26T14:11,C0346,P028,1,39000,0.0,completed,web
O001283,1,2026-01-26T15:09,C0046,P064,1,127000,0.0,completed,web
O001284,1,2026-01-26T16:22,C0110,P055,1,88000,0.0,completed,app
O001284,2,2026-01-26T16:22,C0110,P006,1,275000,0.0,completed,app
O001285,1,2026-01-26T15:38,C0005,P008,1,279000,0.0,completed,app
O001286,1,2026-01-26T15:56,C0275,P048,1,92000,0.0,completed,app
O001286,2,2026-01-26T15:56,C0275,P043,1,91000,0.0,completed,app
O001287,1,2026-01-26T15:47,C0283,P057,1,92000,0.0,completed,app
O001288,1,2026-01-26T16:30,C0435,P073,1,75000,0.0,completed,web
O001289,1,2026-01-26T10:33,C0526,P040,1,44000,0.0,completed,web
O001290,1,2026-01-26T10:08,C0249,P018,1,273000,0.0,completed,app
O001290,2,2026-01-26T10:08,C0249,P027,1,63000,0.0,completed,app
O001290,3,2026-01-26T10:08,C0249,P038,1,38000,0.0,completed,app
O001291,1,2026-01-26T17:34,C0573,P017,3,274000,0.0,completed,web
O001292,1,2026-01-26T14:19,C0499,P020,1,41000,0.0,completed,app
O001293,1,2026-01-26T19:05,C0213,P001,1,193000,0.0,completed,web
O001294,1,2026-01-26T18:17,C0467,P007,1,262000,0.0,completed,app
O001295,1,2026-01-26T11:12,C0555,P036,1,65000,0.0,cancelled,web
O001296,1,2026-01-26T06:06,C0031,P016,1,169000,0.0,completed,web
O001297,1,2026-01-26T08:27,C0595,P008,1,279000,0.0,completed,app
O001297,2,2026-01-26T08:27,C0595,P052,1,74000,0.0,completed,app
O001297,3,2026-01-26T08:27,C0595,P013,1,271000,0.0,completed,app
O001298,1,2026-01-26T06:16,C0167,P028,1,39000,0.0,completed,app
O001298,2,2026-01-26T06:16,C0167,P040,1,44000,0.0,completed,app
O001299,1,2026-01-26T06:24,C0594,P001,1,193000,0.0,completed,app
O001300,1,2026-01-26T13:24,C0192,P013,1,271000,0.0,completed,app
O001301,1,2026-01-26T17:17,C0220,P007,1,262000,0.0,returned,web
O001302,1,2026-01-26T14:16,C0190,P043,1,91000,0.0,completed,app
O001303,1,2026-01-26T19:57,C0158,P017,1,274000,0.0,completed,app
O001304,1,2026-01-26T07:44,C0281,P006,3,275000,0.0,completed,web
O001305,1,2026-01-26T08:28,C0052,P016,1,169000,0.0,completed,web
O001306,1,2026-01-26T18:18,C0274,P055,1,88000,0.0,completed,web
O001306,2,2026-01-26T18:18,C0274,P032,1,45000,0.0,completed,web
O001307,1,2026-01-26T20:09,C0123,P040,1,44000,0.0,completed,web
O001308,1,2026-01-26T14:36,C0079,P027,1,63000,0.0,completed,web
O001309,1,2026-01-26T14:58,C0451,P010,1,263000,0.0,completed,web
O001309,2,2026-01-26T14:58,C0451,P038,1,38000,0.0,completed,web
O001309,3,2026-01-26T14:58,C0451,P017,1,274000,0.0,completed,web
O001310,1,2026-01-26T11:26,C0406,P042,1,85000,0.0,completed,app
O001311,1,2026-01-26T11:02,C0155,P042,1,85000,0.0,completed,app
O001312,1,2026-01-26T14:11,C0480,P012,1,138000,0.0,completed,app
O001313,1,2026-01-26T11:02,C0377,P055,1,88000,0.0,completed,web
O001314,1,2026-01-26T15:10,C0385,P044,1,85000,0.0,completed,web
O001315,1,2026-01-26T15:10,C0486,P005,3,227000,0.0,completed,web
O001315,2,2026-01-26T15:10,C0486,P009,3,194000,0.0,completed,web
O001316,1,2026-01-26T12:29,C0018,P006,1,275000,0.0,completed,app
O001317,1,2026-01-26T18:11,C0477,P003,1,136000,0.0,completed,app
O001318,1,2026-01-27T20:35,C0453,P064,1,127000,0.0,completed,web
O001319,1,2026-01-27T20:43,C0515,P004,1,157000,0.0,completed,app
O001319,2,2026-01-27T20:43,C0515,P005,1,227000,0.0,completed,app
O001320,1,2026-01-27T14:27,C0182,P028,1,39000,0.0,completed,app
O001320,2,2026-01-27T14:27,C0182,P064,1,127000,0.0,completed,app
O001321,1,2026-01-27T15:06,C0077,P008,1,279000,0.0,completed,app
O001321,2,2026-01-27T15:06,C0077,P021,1,72000,0.0,completed,app
O001322,1,2026-01-27T17:30,C0424,P008,1,279000,0.0,completed,app
O001323,1,2026-01-27T13:19,C0254,P042,1,85000,0.0,completed,web
O001324,1,2026-01-27T13:28,C0264,P043,1,91000,0.0,completed,web
O001325,1,2026-01-27T13:24,C0185,P028,1,39000,0.0,completed,web
O001326,1,2026-01-27T12:12,C0271,P015,1,222000,0.0,cancelled,app
O001327,1,2026-01-27T14:15,C0168,P060,1,82000,0.0,returned,web
O001328,1,2026-01-27T18:49,C0522,P076,1,101000,0.0,completed,app
O001329,1,2026-01-27T14:26,C0320,P006,1,275000,0.0,completed,app
O001330,1,2026-01-27T20:24,C0478,P045,1,64000,0.0,completed,web
O001331,1,2026-01-27T17:10,C0130,P007,1,262000,0.0,completed,app
O001332,1,2026-01-27T19:17,C0193,P039,1,45000,0.0,completed,app
O001333,1,2026-01-27T12:42,C0512,P017,3,274000,0.0,completed,app
