session_id,page,element,x,y,device
S001356,product_detail,thumbnails,189,704,desktop
S001356,product_detail,thumbnails,197,725,desktop
S001357,product_detail,reviews_tab,758,1241,mobile
S001357,product_detail,coupon_banner,764,157,mobile
S001357,product_detail,reviews_tab,322,1233,mobile
S001357,product_detail,main_image,363,585,mobile
S001360,product_detail,detail_text,0,2210,desktop
S001360,product_detail,detail_text,507,1485,desktop
S001361,product_detail,main_image,379,741,mobile
S001361,product_detail,wishlist,1157,908,mobile
S001362,product_detail,reviews_tab,752,1247,desktop
S001362,product_detail,main_image,582,497,desktop
S001363,product_detail,add_to_cart,1091,958,mobile
S001363,product_detail,main_image,217,383,mobile
S001363,product_detail,main_image,842,447,mobile
S001364,product_detail,coupon_banner,705,224,mobile
S001364,product_detail,reviews_tab,637,1233,mobile
S001365,product_detail,reviews_tab,699,1253,app
S001366,product_detail,main_image,413,813,mobile
S001366,product_detail,reviews_tab,658,1243,mobile
S001366,product_detail,reviews_tab,282,1284,mobile
S001366,product_detail,size_chart,1007,659,mobile
S001366,product_detail,main_image,346,659,mobile
S001366,product_detail,main_image,627,762,mobile
S001367,product_detail,coupon_banner,948,223,app
S001367,product_detail,reviews_tab,361,1257,app
S001367,product_detail,size_chart,933,697,app
S001367,product_detail,reviews_tab,694,1248,app
S001367,product_detail,reviews_tab,610,1247,app
S001367,product_detail,detail_text,771,1997,app
S001368,product_detail,coupon_banner,633,204,mobile
S001368,product_detail,reviews_tab,281,1269,mobile
S001368,product_detail,add_to_cart,1214,903,mobile
S001368,product_detail,wishlist,1136,911,mobile
S001368,product_detail,thumbnails,174,868,mobile
S001370,product_detail,add_to_cart,1269,927,app
S001370,product_detail,add_to_cart,1041,933,app
S001370,product_detail,size_chart,894,686,app
S001370,product_detail,coupon_banner,409,210,app
S001370,product_detail,main_image,640,256,app
S001370,product_detail,main_image,374,376,app
S001371,product_detail,main_image,317,371,mobile
S001372,product_detail,size_chart,847,697,desktop
S001373,product_detail,size_chart,860,701,desktop
S001373,product_detail,reviews_tab,495,1237,desktop
S001374,product_detail,detail_text,666,1792,mobile
S001374,product_detail,coupon_banner,796,223,mobile
S001374,product_detail,add_to_cart,992,928,mobile
S001374,product_detail,wishlist,1114,923,mobile
S001376,product_detail,add_to_cart,1120,905,mobile
S001376,product_detail,thumbnails,143,761,mobile
S001378,product_detail,main_image,326,346,app
S001378,product_detail,wishlist,1167,954,app
S001378,product_detail,add_to_cart,896,902,app
S001379,product_detail,size_chart,916,697,mobile
S001379,product_detail,wishlist,1102,898,mobile
S001379,product_detail,wishlist,1142,938,mobile
S001379,product_detail,thumbnails,185,697,mobile
S001379,product_detail,size_chart,986,730,mobile
S001379,product_detail,reviews_tab,513,1270,mobile
S001380,product_detail,detail_text,533,1660,desktop
S001380,product_detail,reviews_tab,819,1235,desktop
S001380,product_detail,add_to_cart,962,941,desktop
S001382,product_detail,main_image,504,315,app
S001382,product_detail,add_to_cart,1067,915,app
S001383,product_detail,thumbnails,115,779,mobile
S001383,product_detail,detail_text,7,1926,mobile
S001384,product_detail,add_to_cart,981,932,app
S001384,product_detail,add_to_cart,807,918,app
S001385,product_detail,main_image,314,465,mobile
S001385,product_detail,main_image,482,419,mobile
S001385,product_detail,coupon_banner,389,211,mobile
S001385,product_detail,wishlist,1100,916,mobile
S001386,product_detail,reviews_tab,921,1244,mobile
S001386,product_detail,reviews_tab,678,1257,mobile
S001387,product_detail,main_image,446,536,mobile
S001387,product_detail,main_image,651,609,mobile
S001387,product_detail,detail_text,703,2039,mobile
S001387,product_detail,coupon_banner,708,179,mobile
S001387,product_detail,add_to_cart,1270,945,mobile
S001388,product_detail,coupon_banner,918,226,mobile
S001388,product_detail,coupon_banner,443,203,mobile
S001388,product_detail,main_image,504,753,mobile
S001389,product_detail,add_to_cart,1049,911,mobile
S001390,product_detail,main_image,431,335,desktop
S001390,product_detail,coupon_banner,999,232,desktop
S001392,product_detail,add_to_cart,876,910,mobile
S001393,product_detail,reviews_tab,678,1262,app
S001393,product_detail,add_to_cart,1092,923,app
S001394,product_detail,main_image,550,451,desktop
S001394,product_detail,reviews_tab,695,1266,desktop
S001395,product_detail,add_to_cart,883,934,app
S001395,product_detail,wishlist,1149,935,app
S001395,product_detail,main_image,336,392,app
S001396,product_detail,main_image,323,577,mobile
S001397,product_detail,add_to_cart,1067,920,desktop
S001398,product_detail,main_image,491,303,mobile
S001398,product_detail,add_to_cart,936,932,mobile
S001399,product_detail,add_to_cart,1160,966,desktop
S001399,product_detail,main_image,478,703,desktop
S001400,product_detail,detail_text,418,1780,app
S001402,product_detail,add_to_cart,1017,921,mobile
S001402,product_detail,add_to_cart,1041,934,mobile
S001402,product_detail,size_chart,942,741,mobile
S001403,product_detail,wishlist,1104,939,app
S001403,product_detail,add_to_cart,985,878,app
S001403,product_detail,reviews_tab,775,1223,app
S001403,product_detail,reviews_tab,694,1213,app
S001404,product_detail,coupon_banner,665,172,app
S001404,product_detail,add_to_cart,949,898,app
S001404,product_detail,main_image,283,373,app
S001404,product_detail,add_to_cart,1093,940,app
S001404,product_detail,reviews_tab,636,1254,app
S001404,product_detail,size_chart,881,678,app
S001406,product_detail,add_to_cart,1079,940,app
S001406,product_detail,add_to_cart,1079,923,app
S001406,product_detail,detail_text,810,1823,app
S001406,product_detail,size_chart,919,673,app
S001406,product_detail,size_chart,870,698,app
S001406,product_detail,add_to_cart,1105,947,app
S001407,product_detail,main_image,598,416,app
S001407,product_detail,size_chart,951,689,app
S001408,product_detail,wishlist,1166,896,mobile
S001409,product_detail,main_image,379,520,mobile
S001411,product_detail,detail_text,873,2033,desktop
S001411,product_detail,thumbnails,164,1034,desktop
S001411,product_detail,main_image,392,453,desktop
S001412,product_detail,size_chart,844,724,desktop
S001412,product_detail,add_to_cart,1128,943,desktop
S001413,product_detail,main_image,552,311,mobile
S001413,product_detail,size_chart,817,675,mobile
S001413,product_detail,main_image,663,420,mobile
S001413,product_detail,size_chart,890,704,mobile
S001414,product_detail,detail_text,631,1859,mobile
S001414,product_detail,add_to_cart,1179,964,mobile
S001415,product_detail,add_to_cart,925,905,mobile
S001415,product_detail,add_to_cart,893,903,mobile
S001415,product_detail,add_to_cart,1028,897,mobile
S001416,product_detail,add_to_cart,1056,902,desktop
S001417,product_detail,main_image,365,467,app
S001418,product_detail,main_image,322,512,mobile
S001418,product_detail,add_to_cart,1178,908,mobile
S001418,product_detail,add_to_cart,972,929,mobile
S001418,product_detail,main_image,546,341,mobile
S001418,product_detail,main_image,369,420,mobile
S001420,product_detail,size_chart,885,701,app
S001420,product_detail,thumbnails,158,1070,app
S001420,product_detail,main_image,434,568,app
S001420,product_detail,add_to_cart,1019,932,app
S001420,product_detail,main_image,336,753,app
S001421,product_detail,add_to_cart,1144,928,desktop
S001421,product_detail,main_image,440,671,desktop
S001422,product_detail,add_to_cart,1107,889,mobile
S001422,product_detail,detail_text,467,1938,mobile
S001422,product_detail,main_image,296,525,mobile
S001424,product_detail,thumbnails,193,567,mobile
S001424,product_detail,size_chart,793,698,mobile
S001424,product_detail,main_image,521,649,mobile
S001426,product_detail,add_to_cart,758,895,mobile
S001427,product_detail,main_image,470,579,mobile
S001429,product_detail,main_image,516,628,desktop
S001429,product_detail,thumbnails,142,558,desktop
S001429,product_detail,size_chart,738,691,desktop
S001430,product_detail,size_chart,869,724,mobile
S001433,product_detail,reviews_tab,445,1253,mobile
S001433,product_detail,main_image,304,89,mobile
S001433,product_detail,main_image,334,346,mobile
S001434,product_detail,add_to_cart,1132,896,mobile
S001434,product_detail,main_image,266,430,mobile
S001434,product_detail,main_image,485,550,mobile
S001435,product_detail,main_image,355,494,app
S001435,product_detail,reviews_tab,503,1269,app
S001435,product_detail,coupon_banner,197,189,app
S001436,product_detail,add_to_cart,950,938,mobile
S001437,product_detail,main_image,336,418,mobile
S001437,product_detail,reviews_tab,612,1240,mobile
S001437,product_detail,add_to_cart,883,910,mobile
S001437,product_detail,reviews_tab,571,1253,mobile
S001437,product_detail,detail_text,509,2083,mobile
S001437,product_detail,size_chart,737,698,mobile
S001439,product_detail,main_image,592,609,app
S001439,product_detail,main_image,467,463,app
S001439,product_detail,add_to_cart,935,907,app
S001439,product_detail,add_to_cart,1096,935,app
S001440,product_detail,coupon_banner,643,167,mobile
S001440,product_detail,reviews_tab,928,1248,mobile
S001443,product_detail,main_image,393,666,mobile
S001443,product_detail,coupon_banner,495,228,mobile
S001444,product_detail,add_to_cart,1148,869,mobile
S001444,product_detail,size_chart,1023,701,mobile
S001446,product_detail,thumbnails,150,485,mobile
S001446,product_detail,main_image,299,527,mobile
S001446,product_detail,thumbnails,123,496,mobile
S001447,product_detail,main_image,474,464,desktop
S001447,product_detail,add_to_cart,1037,940,desktop
S001447,product_detail,reviews_tab,679,1278,desktop
S001449,product_detail,size_chart,935,731,app
S001449,product_detail,main_image,324,406,app
S001451,product_detail,add_to_cart,1049,922,app
S001451,product_detail,reviews_tab,781,1246,app
S001452,product_detail,size_chart,858,716,mobile
S001452,product_detail,thumbnails,147,881,mobile
S001452,product_detail,size_chart,786,708,mobile
S001454,product_detail,add_to_cart,1077,904,mobile
S001454,product_detail,size_chart,888,707,mobile
S001455,product_detail,main_image,422,789,app
S001455,product_detail,wishlist,1081,972,app
S001455,product_detail,main_image,375,535,app
S001456,product_detail,add_to_cart,955,912,mobile
S001456,product_detail,main_image,243,583,mobile
S001461,product_detail,add_to_cart,838,924,app
S001461,product_detail,main_image,356,748,app
S001461,product_detail,add_to_cart,1117,896,app
S001461,product_detail,size_chart,986,668,app
S001461,product_detail,detail_text,774,2346,app
S001462,product_detail,main_image,584,460,desktop
S001462,product_detail,main_image,732,402,desktop
S001462,product_detail,size_chart,897,733,desktop
S001463,product_detail,main_image,466,681,mobile
S001465,product_detail,reviews_tab,655,1278,app
S001466,product_detail,reviews_tab,680,1217,mobile
S001466,product_detail,size_chart,907,656,mobile
S001466,product_detail,reviews_tab,498,1234,mobile
S001467,product_detail,reviews_tab,718,1287,mobile
S001468,product_detail,detail_text,644,2144,app
S001468,product_detail,main_image,355,634,app
S001469,product_detail,add_to_cart,1154,896,mobile
S001469,product_detail,reviews_tab,615,1270,mobile
S001469,product_detail,coupon_banner,182,197,mobile
S001469,product_detail,main_image,343,606,mobile
S001471,product_detail,main_image,395,417,mobile
S001472,product_detail,main_image,527,480,app
S001472,product_detail,main_image,536,547,app
S001473,product_detail,detail_text,275,2165,desktop
S001474,product_detail,size_chart,880,709,desktop
S001475,product_detail,add_to_cart,1130,882,desktop
S001475,product_detail,thumbnails,116,689,desktop
S001475,product_detail,main_image,278,368,desktop
S001475,product_detail,size_chart,964,692,desktop
S001475,product_detail,reviews_tab,671,1244,desktop
S001476,product_detail,main_image,365,671,mobile
S001476,product_detail,add_to_cart,1027,944,mobile
S001478,product_detail,main_image,292,581,app
S001478,product_detail,reviews_tab,666,1258,app
S001480,product_detail,add_to_cart,1125,915,mobile
S001480,product_detail,reviews_tab,488,1228,mobile
S001481,product_detail,size_chart,863,695,app
S001481,product_detail,thumbnails,88,696,app
S001484,product_detail,detail_text,483,1231,mobile
S001484,product_detail,reviews_tab,636,1251,mobile
S001484,product_detail,add_to_cart,798,885,mobile
S001485,product_detail,add_to_cart,1154,918,mobile
S001485,product_detail,thumbnails,191,825,mobile
S001485,product_detail,reviews_tab,598,1257,mobile
S001487,product_detail,reviews_tab,551,1247,desktop
S001488,product_detail,main_image,403,535,mobile
S001489,product_detail,size_chart,907,726,desktop
S001489,product_detail,add_to_cart,1014,896,desktop
S001490,product_detail,reviews_tab,728,1245,mobile
S001490,product_detail,size_chart,882,696,mobile
S001490,product_detail,thumbnails,157,694,mobile
S001491,product_detail,main_image,542,386,app
S001494,product_detail,reviews_tab,421,1222,app
S001494,product_detail,add_to_cart,1097,949,app
S001494,product_detail,main_image,275,595,app
S001494,product_detail,thumbnails,136,1031,app
S001494,product_detail,reviews_tab,524,1270,app
S001495,product_detail,main_image,498,504,mobile
S001495,product_detail,main_image,349,549,mobile
S001496,product_detail,main_image,616,701,mobile
S001496,product_detail,main_image,194,551,mobile
S001498,product_detail,reviews_tab,752,1229,mobile
S001498,product_detail,reviews_tab,538,1238,mobile
S001498,product_detail,size_chart,817,689,mobile
S001498,product_detail,coupon_banner,824,170,mobile
S001498,product_detail,main_image,816,587,mobile
S001501,product_detail,coupon_banner,552,198,desktop
S001501,product_detail,add_to_cart,1056,958,desktop
S001501,product_detail,reviews_tab,698,1263,desktop
S001501,product_detail,thumbnails,117,759,desktop
S001501,product_detail,reviews_tab,602,1274,desktop
S001503,product_detail,main_image,322,536,desktop
S001503,product_detail,main_image,410,428,desktop
S001505,product_detail,add_to_cart,928,874,mobile
S001505,product_detail,detail_text,323,1487,mobile
S001505,product_detail,reviews_tab,460,1247,mobile
S001505,product_detail,thumbnails,151,1060,mobile
S001505,product_detail,add_to_cart,1012,913,mobile
S001506,product_detail,wishlist,1158,916,desktop
S001506,product_detail,main_image,378,771,desktop
S001506,product_detail,reviews_tab,543,1234,desktop
S001506,product_detail,size_chart,855,673,desktop
S001506,product_detail,thumbnails,111,888,desktop
S001506,product_detail,size_chart,988,729,desktop
S001508,product_detail,add_to_cart,1279,956,mobile
S001508,product_detail,coupon_banner,506,179,mobile
S001509,product_detail,size_chart,826,711,mobile
S001509,product_detail,thumbnails,157,854,mobile
S001512,product_detail,add_to_cart,1231,916,app
S001512,product_detail,thumbnails,90,737,app
S001512,product_detail,main_image,496,328,app
S001514,product_detail,main_image,344,743,app
S001514,product_detail,size_chart,951,709,app
S001515,product_detail,coupon_banner,343,206,mobile
S001516,product_detail,add_to_cart,993,956,mobile
S001516,product_detail,main_image,243,197,mobile
S001516,product_detail,main_image,423,588,mobile
S001516,product_detail,reviews_tab,514,1267,mobile
S001517,product_detail,add_to_cart,1107,912,app
S001517,product_detail,thumbnails,198,546,app
S001517,product_detail,main_image,523,428,app
S001517,product_detail,coupon_banner,654,183,app
S001517,product_detail,main_image,375,463,app
S001519,product_detail,main_image,514,641,mobile
S001519,product_detail,size_chart,888,726,mobile
S001520,product_detail,main_image,583,337,desktop
S001520,product_detail,size_chart,931,663,desktop
S001520,product_detail,add_to_cart,1077,931,desktop
S001520,product_detail,detail_text,780,2321,desktop
S001520,product_detail,main_image,685,141,desktop
S001520,product_detail,add_to_cart,1150,904,desktop
S001520,product_detail,main_image,427,645,desktop
S001521,product_detail,thumbnails,113,871,desktop
S001521,product_detail,size_chart,887,726,desktop
S001521,product_detail,reviews_tab,678,1254,desktop
S001522,product_detail,detail_text,641,1722,mobile
S001522,product_detail,add_to_cart,964,885,mobile
S001523,product_detail,size_chart,898,708,mobile
S001523,product_detail,main_image,513,541,mobile
S001523,product_detail,main_image,605,501,mobile
S001524,product_detail,reviews_tab,526,1270,app
S001524,product_detail,size_chart,812,662,app
S001525,product_detail,main_image,437,420,mobile
S001526,product_detail,wishlist,1140,881,mobile
S001527,product_detail,size_chart,963,712,mobile
S001527,product_detail,wishlist,1135,917,mobile
S001528,product_detail,main_image,392,455,desktop
S001528,product_detail,coupon_banner,754,229,desktop
S001530,product_detail,reviews_tab,809,1226,desktop
S001530,product_detail,reviews_tab,354,1268,desktop
S001530,product_detail,reviews_tab,342,1250,desktop
S001530,product_detail,size_chart,878,673,desktop
S001531,product_detail,size_chart,1020,643,mobile
S001531,product_detail,main_image,302,641,mobile
S001531,product_detail,main_image,503,472,mobile
S001532,product_detail,main_image,410,383,mobile
S001533,product_detail,reviews_tab,448,1225,mobile
S001534,product_detail,main_image,283,652,mobile
S001534,product_detail,main_image,435,651,mobile
S001535,product_detail,size_chart,958,727,mobile
S001536,product_detail,main_image,562,541,app
S001536,product_detail,reviews_tab,700,1244,app
S001536,product_detail,detail_text,374,2094,app
S001536,product_detail,add_to_cart,1016,912,app
S001536,product_detail,add_to_cart,1049,965,app
S001537,product_detail,main_image,611,637,desktop
S001537,product_detail,reviews_tab,776,1218,desktop
S001537,product_detail,main_image,530,685,desktop
S001537,product_detail,size_chart,976,686,desktop
S001537,product_detail,size_chart,1084,714,desktop
S001537,product_detail,add_to_cart,1202,901,desktop
S001538,product_detail,main_image,605,786,desktop
S001538,product_detail,main_image,491,695,desktop
S001538,product_detail,add_to_cart,927,905,desktop
S001539,product_detail,main_image,553,233,mobile
S001539,product_detail,main_image,602,539,mobile
S001539,product_detail,size_chart,899,715,mobile
S001539,product_detail,wishlist,1124,910,mobile
S001539,product_detail,size_chart,915,720,mobile
S001539,product_detail,add_to_cart,837,924,mobile
S001539,product_detail,reviews_tab,621,1264,mobile
S001540,product_detail,thumbnails,147,835,app
S001541,product_detail,thumbnails,161,696,desktop
S001541,product_detail,wishlist,1148,919,desktop
S001542,product_detail,size_chart,903,670,desktop
S001542,product_detail,thumbnails,124,791,desktop
S001542,product_detail,add_to_cart,873,880,desktop
S001542,product_detail,detail_text,451,1758,desktop
S001543,product_detail,add_to_cart,1040,911,mobile
S001543,product_detail,coupon_banner,477,235,mobile
S001544,product_detail,add_to_cart,914,915,app
S001544,product_detail,main_image,404,645,app
S001545,product_detail,size_chart,951,679,mobile
S001545,product_detail,add_to_cart,1142,920,mobile
S001545,product_detail,add_to_cart,867,939,mobile
S001545,product_detail,size_chart,1048,708,mobile
S001546,product_detail,wishlist,1138,934,mobile
S001546,product_detail,detail_text,624,1682,mobile
S001546,product_detail,size_chart,777,697,mobile
S001546,product_detail,size_chart,789,728,mobile
S001546,product_detail,main_image,307,547,mobile
S001549,product_detail,size_chart,889,723,mobile
S001550,product_detail,main_image,593,539,mobile
S001550,product_detail,size_chart,809,684,mobile
S001550,product_detail,wishlist,1122,946,mobile
S001553,product_detail,size_chart,910,680,desktop
S001555,product_detail,size_chart,975,679,app
S001555,product_detail,reviews_tab,747,1240,app
S001556,product_detail,reviews_tab,586,1218,mobile
S001557,product_detail,detail_text,548,1548,desktop
S001559,product_detail,main_image,494,381,mobile
S001559,product_detail,coupon_banner,736,214,mobile
S001559,product_detail,reviews_tab,827,1281,mobile
S001560,product_detail,main_image,508,296,app
S001560,product_detail,main_image,440,531,app
S001560,product_detail,add_to_cart,950,927,app
S001561,product_detail,size_chart,850,740,app
S001562,product_detail,add_to_cart,834,874,mobile
S001562,product_detail,coupon_banner,643,243,mobile
S001564,product_detail,main_image,474,558,app
S001564,product_detail,add_to_cart,1010,877,app
S001564,product_detail,add_to_cart,1146,900,app
S001567,product_detail,reviews_tab,787,1253,desktop
S001567,product_detail,thumbnails,145,809,desktop
S001567,product_detail,add_to_cart,872,945,desktop
S001567,product_detail,add_to_cart,945,906,desktop
S001569,product_detail,main_image,508,401,mobile
S001570,product_detail,detail_text,630,2265,mobile
S001570,product_detail,main_image,360,132,mobile
S001570,product_detail,main_image,482,507,mobile
S001570,product_detail,main_image,428,642,mobile
S001571,product_detail,detail_text,829,2178,mobile
S001572,product_detail,wishlist,1160,935,mobile
S001572,product_detail,wishlist,1142,881,mobile
S001573,product_detail,thumbnails,178,782,mobile
S001574,product_detail,add_to_cart,923,949,app
S001574,product_detail,size_chart,849,680,app
S001574,product_detail,reviews_tab,812,1230,app
S001574,product_detail,reviews_tab,808,1262,app
S001575,product_detail,size_chart,753,687,desktop
S001576,product_detail,reviews_tab,374,1262,desktop
S001577,product_detail,thumbnails,157,628,desktop
S001579,product_detail,main_image,491,799,desktop
S001579,product_detail,detail_text,596,2510,desktop
S001582,product_detail,reviews_tab,406,1249,app
S001585,product_detail,size_chart,988,660,app
S001585,product_detail,add_to_cart,892,915,app
S001586,product_detail,size_chart,941,675,mobile
S001586,product_detail,reviews_tab,675,1240,mobile
S001586,product_detail,reviews_tab,654,1214,mobile
S001587,product_detail,add_to_cart,889,932,app
S001587,product_detail,thumbnails,254,731,app
S001587,product_detail,detail_text,715,1220,app
S001587,product_detail,size_chart,928,670,app
S001587,product_detail,main_image,158,563,app
S001587,product_detail,add_to_cart,1045,925,app
S001587,product_detail,main_image,295,469,app
S001587,product_detail,add_to_cart,963,942,app
S001587,product_detail,detail_text,815,1740,app
S001589,product_detail,main_image,623,742,desktop
S001590,product_detail,wishlist,1104,934,mobile
S001590,product_detail,main_image,505,587,mobile
S001590,product_detail,reviews_tab,438,1264,mobile
S001590,product_detail,add_to_cart,1041,946,mobile
S001590,product_detail,add_to_cart,947,855,mobile
S001590,product_detail,reviews_tab,674,1244,mobile
S001595,product_detail,main_image,455,614,desktop
S001595,product_detail,main_image,226,519,desktop
S001595,product_detail,main_image,499,702,desktop
S001595,product_detail,size_chart,742,677,desktop
S001595,product_detail,main_image,379,339,desktop
S001595,product_detail,detail_text,1279,1600,desktop
S001595,product_detail,main_image,226,747,desktop
S001597,product_detail,add_to_cart,869,936,mobile
S001597,product_detail,size_chart,890,733,mobile
S001597,product_detail,coupon_banner,898,160,mobile
S001597,product_detail,add_to_cart,849,957,mobile
S001599,product_detail,thumbnails,104,826,desktop
S001600,product_detail,wishlist,1119,935,app
S001600,product_detail,add_to_cart,1055,914,app
S001600,product_detail,reviews_tab,763,1293,app
S001600,product_detail,main_image,325,776,app
S001600,product_detail,add_to_cart,1020,883,app
S001600,product_detail,coupon_banner,261,211,app
S001600,product_detail,coupon_banner,791,247,app
S001600,product_detail,main_image,464,510,app
S001601,product_detail,add_to_cart,903,907,mobile
S001601,product_detail,reviews_tab,714,1230,mobile
S001601,product_detail,main_image,651,191,mobile
S001601,product_detail,main_image,373,483,mobile
S001602,product_detail,add_to_cart,993,915,mobile
S001602,product_detail,size_chart,852,682,mobile
S001603,product_detail,main_image,444,713,mobile
S001603,product_detail,reviews_tab,525,1225,mobile
S001603,product_detail,size_chart,947,706,mobile
S001609,product_detail,reviews_tab,628,1212,mobile
S001609,product_detail,reviews_tab,490,1250,mobile
S001609,product_detail,add_to_cart,979,879,mobile
S001609,product_detail,add_to_cart,990,901,mobile
S001609,product_detail,thumbnails,67,630,mobile
S001610,product_detail,reviews_tab,785,1296,mobile
S001611,product_detail,thumbnails,114,664,mobile
S001611,product_detail,add_to_cart,787,933,mobile
S001611,product_detail,main_image,396,463,mobile
S001612,product_detail,detail_text,413,2013,mobile
S001612,product_detail,wishlist,1146,941,mobile
S001613,product_detail,main_image,348,482,desktop
S001613,product_detail,main_image,344,500,desktop
S001613,product_detail,size_chart,899,690,desktop
S001615,product_detail,wishlist,1175,900,mobile
S001615,product_detail,thumbnails,121,815,mobile
S001615,product_detail,detail_text,1268,1667,mobile
S001616,product_detail,add_to_cart,1133,930,mobile
S001616,product_detail,reviews_tab,941,1219,mobile
S001617,product_detail,size_chart,794,712,mobile
S001618,product_detail,detail_text,1172,1838,app
S001619,product_detail,main_image,543,483,mobile
S001619,product_detail,main_image,561,553,mobile
S001619,product_detail,thumbnails,113,988,mobile
S001619,product_detail,size_chart,1002,701,mobile
S001619,product_detail,size_chart,1044,743,mobile
S001621,product_detail,main_image,398,603,mobile
S001621,product_detail,detail_text,910,2232,mobile
S001621,product_detail,wishlist,1089,921,mobile
S001623,product_detail,coupon_banner,862,165,mobile
S001623,product_detail,add_to_cart,957,951,mobile
S001624,product_detail,add_to_cart,931,955,mobile
S001626,product_detail,main_image,500,610,mobile
S001626,product_detail,add_to_cart,1003,912,mobile
S001626,product_detail,add_to_cart,866,940,mobile
S001626,product_detail,main_image,353,298,mobile
S001626,product_detail,main_image,245,449,mobile
S001626,product_detail,size_chart,871,684,mobile
S001626,product_detail,main_image,229,633,mobile
S001627,product_detail,main_image,453,675,app
S001627,product_detail,reviews_tab,569,1226,app
S001628,product_detail,size_chart,1040,697,mobile
S001628,product_detail,reviews_tab,581,1241,mobile
S001629,product_detail,detail_text,1279,1957,mobile
S001629,product_detail,reviews_tab,438,1260,mobile
S001630,product_detail,detail_text,856,1952,mobile
S001630,product_detail,thumbnails,81,501,mobile
S001631,product_detail,main_image,592,797,app
S001631,product_detail,add_to_cart,982,941,app
S001631,product_detail,wishlist,1119,936,app
S001632,product_detail,add_to_cart,865,891,mobile
S001632,product_detail,thumbnails,132,899,mobile
S001632,product_detail,main_image,380,719,mobile
S001632,product_detail,size_chart,926,718,mobile
S001634,product_detail,add_to_cart,949,890,mobile
S001634,product_detail,main_image,580,530,mobile
S001634,product_detail,main_image,627,307,mobile
S001634,product_detail,add_to_cart,1098,942,mobile
S001634,product_detail,main_image,437,446,mobile
S001635,product_detail,reviews_tab,543,1253,mobile
S001635,product_detail,wishlist,1144,934,mobile
S001636,product_detail,coupon_banner,460,202,app
S001636,product_detail,thumbnails,210,945,app
S001637,product_detail,add_to_cart,1027,887,desktop
S001637,product_detail,detail_text,397,2026,desktop
S001638,product_detail,main_image,484,934,mobile
S001638,product_detail,main_image,385,637,mobile
S001638,product_detail,size_chart,944,696,mobile
S001638,product_detail,main_image,432,569,mobile
S001639,product_detail,main_image,420,620,app
S001639,product_detail,reviews_tab,976,1248,app
S001639,product_detail,add_to_cart,945,876,app
S001639,product_detail,size_chart,928,722,app
S001641,product_detail,detail_text,516,2289,desktop
S001641,product_detail,main_image,450,303,desktop
S001641,product_detail,size_chart,820,742,desktop
S001641,product_detail,main_image,476,483,desktop
S001641,product_detail,reviews_tab,400,1283,desktop
S001641,product_detail,size_chart,1032,704,desktop
S001641,product_detail,thumbnails,161,630,desktop
S001642,product_detail,thumbnails,143,713,desktop
S001642,product_detail,size_chart,892,714,desktop
S001642,product_detail,wishlist,1164,924,desktop
S001643,product_detail,size_chart,847,706,mobile
S001643,product_detail,main_image,450,403,mobile
S001643,product_detail,add_to_cart,1058,926,mobile
S001644,product_detail,main_image,558,308,desktop
S001648,product_detail,size_chart,823,700,app
S001648,product_detail,size_chart,841,703,app
S001649,product_detail,detail_text,882,1685,app
S001649,product_detail,main_image,499,598,app
S001649,product_detail,add_to_cart,894,905,app
S001649,product_detail,wishlist,1125,926,app
S001649,product_detail,add_to_cart,1033,914,app
S001651,product_detail,reviews_tab,583,1213,desktop
S001651,product_detail,main_image,426,232,desktop
S001651,product_detail,thumbnails,152,724,desktop
S001652,product_detail,main_image,407,489,mobile
S001652,product_detail,add_to_cart,793,904,mobile
S001652,product_detail,detail_text,867,1742,mobile
S001652,product_detail,reviews_tab,570,1242,mobile
S001654,product_detail,coupon_banner,857,219,mobile
S001654,product_detail,size_chart,861,721,mobile
S001654,product_detail,detail_text,181,1652,mobile
S001654,product_detail,add_to_cart,1013,935,mobile
S001654,product_detail,detail_text,246,2097,mobile
S001654,product_detail,add_to_cart,887,954,mobile
S001654,product_detail,thumbnails,167,628,mobile
S001654,product_detail,thumbnails,96,652,mobile
S001655,product_detail,main_image,325,533,app
S001655,product_detail,main_image,386,497,app
S001657,product_detail,main_image,551,447,mobile
S001657,product_detail,main_image,658,426,mobile
S001657,product_detail,detail_text,448,1814,mobile
S001657,product_detail,add_to_cart,998,894,mobile
S001657,product_detail,reviews_tab,525,1264,mobile
S001657,product_detail,wishlist,1138,925,mobile
S001659,product_detail,main_image,597,666,app
S001659,product_detail,reviews_tab,791,1271,app
S001659,product_detail,thumbnails,106,901,app
S001659,product_detail,coupon_banner,907,179,app
S001659,product_detail,main_image,371,467,app
S001662,product_detail,main_image,447,400,mobile
S001663,product_detail,reviews_tab,700,1271,mobile
S001664,product_detail,main_image,356,226,app
S001665,product_detail,wishlist,1112,921,desktop
S001666,product_detail,size_chart,961,686,desktop
S001666,product_detail,size_chart,978,724,desktop
S001667,product_detail,thumbnails,131,867,app
S001667,product_detail,reviews_tab,914,1266,app
S001668,product_detail,thumbnails,162,727,app
S001669,product_detail,add_to_cart,1122,891,mobile
S001669,product_detail,add_to_cart,1053,908,mobile
S001669,product_detail,add_to_cart,1025,908,mobile
S001669,product_detail,thumbnails,167,761,mobile
S001669,product_detail,main_image,526,580,mobile
S001669,product_detail,wishlist,1149,938,mobile
