review_id,product_id,customer_id,created_at,rating,size_purchased,height_cm,weight_kg,fit,text,aspect_labels
R00224,P038,C0127,2026-04-11,3,S,159,45,small,색상이 사진보다 어두워요. 세일가에 잘 샀어요.,color:neg;price:pos
R00225,P007,C0325,2026-02-06,5,S,157,58,true_to_size,가격 대비 만족해요. 포장이 꼼꼼했어요.,price:pos;delivery:pos
R00226,P059,C0077,2026-01-22,4,L,151,48,large,소재가 얇고 비쳐요. 배송이 빨라요. 세일가에 잘 샀어요.,material:neg;delivery:pos;price:pos
R00227,P008,C0489,2026-05-31,5,M,158,57,large,색감이 고급스러워요.,color:pos
R00228,P008,C0114,2026-03-15,3,M,156,57,true_to_size,배송이 일주일 넘게 걸렸어요. 사이즈가 딱 맞아요.,delivery:neg;size:pos
R00229,P073,C0330,2026-06-02,5,FREE,158,54,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00230,P017,C0451,2026-02-09,4,L,174,76,true_to_size,원단이 고급스러워요. 포장이 꼼꼼했어요.,material:pos;delivery:pos
R00231,P001,C0051,2026-03-11,4,L,170,66,large,가격 대비 만족해요. 원단이 뻣뻣해요. 포장이 꼼꼼했어요.,price:pos;material:neg;delivery:pos
R00232,P011,C0259,2026-02-09,4,S,158,48,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00233,P062,C0564,2026-07-08,4,S,166,43,true_to_size,가격 대비 만족해요. 포장이 꼼꼼했어요. 기장이 너무 길어요.,price:pos;delivery:pos;size:neg
R00234,P051,C0204,2026-03-27,2,L,159,50,large,기장이 너무 길어요.,size:neg
R00235,P064,C0052,2026-04-10,3,M,165,61,true_to_size,이 가격이면 다른 데가 나아요. 사이즈가 생각보다 작아요. 소재가 부드럽고 촉감이 좋아요.,price:neg;size:neg;material:pos
R00236,P046,C0146,2026-05-28,4,L,161,52,large,박스가 찌그러져 왔어요. 세일가에 잘 샀어요. 색감이 고급스러워요.,delivery:neg;price:pos;color:pos
R00237,P077,C0130,2026-03-27,5,FREE,186,64,true_to_size,색감이 고급스러워요. 배송이 빨라요. 가격 대비 만족해요.,color:pos;delivery:pos;price:pos
R00238,P055,C0179,2026-03-20,2,S,172,58,small,사이즈가 생각보다 작아요.,size:neg
R00239,P021,C0124,2026-03-20,4,L,183,76,true_to_size,원단이 고급스러워요. 색감이 고급스러워요. 이 가격이면 다른 데가 나아요.,material:pos;color:pos;price:neg
R00240,P018,C0279,2026-03-06,5,S,166,48,true_to_size,두께감이 적당해요. 색상이 화면과 똑같아요. 포장이 꼼꼼했어요.,material:pos;color:pos;delivery:pos
R00241,P008,C0515,2026-04-09,3,L,162,54,large,배송이 빨라요. 기장이 너무 길어요. 가격에 비해 아쉬워요.,delivery:pos;size:neg;price:neg
R00242,P017,C0570,2026-04-08,1,M,157,58,large,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00243,P034,C0568,2026-04-14,2,M,151,52,large,한 치수 크게 사야 해요.,size:neg
R00244,P078,C0100,2026-06-25,5,FREE,171,59,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00245,P065,C0596,2026-02-20,5,L,168,76,true_to_size,색상이 화면과 똑같아요.,color:pos
R00246,P008,C0515,2026-03-20,5,S,152,57,small,배송이 빨라요.,delivery:pos
R00247,P076,C0131,2026-05-04,2,FREE,182,70,small,기장이 너무 길어요. 색상이 사진보다 어두워요.,size:neg;color:neg
R00248,P041,C0077,2026-06-13,3,L,165,51,large,가격 대비 만족해요. 배송이 빨라요. 한 치수 크게 사야 해요.,price:pos;delivery:pos;size:neg
R00249,P011,C0167,2026-06-13,3,M,174,69,true_to_size,세일가에 잘 샀어요. 배송이 일주일 넘게 걸렸어요. 정사이즈라 고민 없이 골랐어요.,price:pos;delivery:neg;size:pos
R00250,P061,C0096,2026-03-14,5,L,176,66,true_to_size,색상이 화면과 똑같아요. 가격 대비 만족해요.,color:pos;price:pos
R00251,P045,C0005,2026-03-05,5,M,169,51,true_to_size,사이즈가 딱 맞아요.,size:pos
R00252,P073,C0282,2026-04-27,2,FREE,161,55,true_to_size,소재가 얇고 비쳐요.,material:neg
R00253,P034,C0181,2026-03-28,1,L,160,52,large,색상이 사진보다 어두워요.,color:neg
R00254,P021,C0246,2026-02-13,5,S,160,62,small,색상이 화면과 똑같아요.,color:pos
R00255,P011,C0160,2026-01-17,4,L,182,78,true_to_size,두께감이 적당해요. 가격 대비 만족해요. 사이즈가 생각보다 작아요.,material:pos;price:pos;size:neg
R00256,P064,C0010,2026-03-17,2,XL,164,55,large,기장이 너무 길어요. 배송이 일주일 넘게 걸렸어요.,size:neg;delivery:neg
R00257,P075,C0124,2026-04-28,5,FREE,175,70,small,배송이 빨라요.,delivery:pos
R00258,P040,C0595,2026-04-18,2,M,164,40,large,이 가격이면 다른 데가 나아요. 한 치수 크게 사야 해요.,price:neg;size:neg
R00259,P028,C0221,2026-06-15,2,L,162,57,large,한 치수 크게 사야 해요.,size:neg
R00260,P040,C0477,2026-04-24,3,L,151,42,large,화면과 색이 달라요.,color:neg
R00261,P009,C0283,2026-04-15,2,M,164,61,large,가격에 비해 아쉬워요. 박스가 찌그러져 왔어요.,price:neg;delivery:neg
R00262,P042,C0190,2026-05-26,3,M,163,60,small,포장이 꼼꼼했어요. 한 치수 크게 사야 해요.,delivery:pos;size:neg
R00263,P019,C0250,2026-04-29,3,XL,167,62,large,색상이 사진보다 어두워요.,color:neg
R00264,P048,C0430,2026-04-15,5,M,170,54,true_to_size,배송이 빨라요.,delivery:pos
R00265,P040,C0078,2026-03-01,4,M,171,75,small,색감이 고급스러워요.,color:pos
R00266,P016,C0089,2026-03-05,2,L,171,50,true_to_size,가격에 비해 아쉬워요.,price:neg
R00267,P043,C0250,2026-04-18,5,S,165,63,true_to_size,가격 대비 만족해요. 배송이 빨라요.,price:pos;delivery:pos
R00268,P028,C0068,2026-05-28,3,M,176,61,small,세일가에 잘 샀어요. 한 치수 크게 사야 해요.,price:pos;size:neg
R00269,P011,C0416,2026-04-08,2,L,162,58,large,박스가 찌그러져 왔어요.,delivery:neg
R00270,P072,C0100,2026-07-09,4,M,165,40,large,두께감이 적당해요. 배송이 빨라요. 기장이 너무 길어요.,material:pos;delivery:pos;size:neg
R00271,P011,C0582,2026-02-27,3,M,163,68,true_to_size,이 가격이면 다른 데가 나아요.,price:neg
R00272,P043,C0547,2026-05-15,5,M,167,52,true_to_size,원단이 고급스러워요. 포장이 꼼꼼했어요.,material:pos;delivery:pos
R00273,P010,C0283,2026-05-24,5,M,165,55,true_to_size,두께감이 적당해요.,material:pos
R00274,P006,C0436,2026-05-10,4,L,164,64,true_to_size,가격 대비 만족해요. 색상이 사진보다 어두워요.,price:pos;color:neg
R00275,P053,C0317,2026-03-03,5,S,154,62,small,가격 대비 만족해요. 색감이 고급스러워요. 소재가 부드럽고 촉감이 좋아요.,price:pos;color:pos;material:pos
R00276,P012,C0319,2026-02-18,3,S,162,50,true_to_size,정사이즈라 고민 없이 골랐어요. 색상이 사진보다 어두워요.,size:pos;color:neg
R00277,P028,C0572,2026-03-07,2,S,157,60,large,색상이 사진보다 어두워요.,color:neg
R00278,P066,C0567,2026-03-18,1,S,174,71,small,이 가격이면 다른 데가 나아요.,price:neg
R00279,P061,C0277,2026-05-25,1,L,153,62,large,사이즈가 생각보다 작아요.,size:neg
R00280,P001,C0457,2026-01-22,4,S,169,56,small,색감이 고급스러워요. 배송이 빨라요. 보풀이 금방 생겨요.,color:pos;delivery:pos;material:neg
R00281,P080,C0157,2026-03-01,5,FREE,171,55,true_to_size,세일가에 잘 샀어요. 두께감이 적당해요. 사이즈가 딱 맞아요.,price:pos;material:pos;size:pos
R00282,P015,C0458,2026-01-19,3,L,171,48,large,사이즈가 생각보다 작아요. 화면과 색이 달라요.,size:neg;color:neg
R00283,P055,C0541,2026-07-06,3,S,163,40,true_to_size,기장이 너무 길어요.,size:neg
R00284,P008,C0325,2026-01-30,1,S,160,61,small,보풀이 금방 생겨요. 기장이 너무 길어요.,material:neg;size:neg
R00285,P074,C0400,2026-02-16,5,FREE,173,78,true_to_size,가격 대비 만족해요.,price:pos
R00286,P056,C0564,2026-05-13,4,S,151,49,true_to_size,세일가에 잘 샀어요. 원단이 고급스러워요. 색상이 사진보다 어두워요.,price:pos;material:pos;color:neg
R00287,P037,C0251,2026-05-09,2,M,168,49,large,기장이 너무 길어요.,size:neg
R00288,P021,C0164,2026-04-30,2,S,165,60,small,기장이 너무 길어요. 원단이 고급스러워요. 배송이 일주일 넘게 걸렸어요.,size:neg;material:pos;delivery:neg
R00289,P039,C0040,2026-07-06,5,M,156,76,small,색상이 화면과 똑같아요.,color:pos
R00290,P019,C0044,2026-06-04,5,L,171,61,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00291,P059,C0559,2026-06-02,5,S,164,68,small,포장이 꼼꼼했어요.,delivery:pos
R00292,P020,C0504,2026-04-12,1,L,166,55,large,색상이 사진보다 어두워요.,color:neg
R00293,P073,C0140,2026-01-29,2,FREE,160,51,large,원단이 뻣뻣해요.,material:neg
R00294,P045,C0146,2026-03-19,3,XL,156,40,large,포장이 꼼꼼했어요. 기장이 너무 길어요. 이 가격이면 다른 데가 나아요.,delivery:pos;size:neg;price:neg
R00295,P007,C0386,2026-04-14,4,L,163,48,large,색상이 화면과 똑같아요. 배송이 일주일 넘게 걸렸어요.,color:pos;delivery:neg
R00296,P027,C0333,2026-05-19,3,S,170,65,small,보풀이 금방 생겨요. 색감이 고급스러워요.,material:neg;color:pos
R00297,P049,C0559,2026-05-08,1,M,162,58,large,소재가 얇고 비쳐요.,material:neg
R00298,P016,C0477,2026-06-10,2,L,157,59,large,소재가 얇고 비쳐요.,material:neg
R00299,P051,C0493,2026-05-04,5,L,164,48,large,색상이 화면과 똑같아요.,color:pos
R00300,P008,C0005,2026-06-04,5,M,160,65,true_to_size,사이즈가 딱 맞아요. 두께감이 적당해요.,size:pos;material:pos
R00301,P078,C0466,2026-04-20,4,FREE,170,71,small,세일가에 잘 샀어요.,price:pos
R00302,P017,C0451,2026-01-23,5,XL,181,62,large,색감이 고급스러워요. 가격 대비 만족해요.,color:pos;price:pos
R00303,P055,C0274,2026-03-25,4,L,178,70,true_to_size,가격 대비 만족해요. 박스가 찌그러져 왔어요.,price:pos;delivery:neg
R00304,P059,C0215,2026-04-29,4,S,165,53,true_to_size,박스가 찌그러져 왔어요. 가격 대비 만족해요.,delivery:neg;price:pos
R00305,P069,C0479,2026-02-21,1,M,169,56,true_to_size,원단이 뻣뻣해요.,material:neg
R00306,P051,C0274,2026-01-16,2,M,164,55,large,원단이 뻣뻣해요.,material:neg
R00307,P049,C0479,2026-01-23,2,L,173,57,large,박스가 찌그러져 왔어요. 이 가격이면 다른 데가 나아요.,delivery:neg;price:neg
R00308,P016,C0274,2026-03-13,5,M,164,62,small,세일가에 잘 샀어요. 색감이 고급스러워요.,price:pos;color:pos
R00309,P011,C0163,2026-06-30,4,L,164,56,large,한 치수 크게 사야 해요. 색상이 화면과 똑같아요.,size:neg;color:pos
R00310,P055,C0455,2026-02-06,1,S,183,72,small,기장이 너무 길어요.,size:neg
R00311,P008,C0492,2026-03-05,4,L,153,41,large,포장이 꼼꼼했어요. 원단이 고급스러워요. 사이즈가 생각보다 작아요.,delivery:pos;material:pos;size:neg
R00312,P059,C0274,2026-06-19,4,M,179,65,small,색감이 고급스러워요.,color:pos
R00313,P075,C0504,2026-05-08,5,FREE,156,62,true_to_size,색감이 고급스러워요.,color:pos
R00314,P040,C0484,2026-04-20,5,XL,173,51,large,세일가에 잘 샀어요. 배송이 빨라요.,price:pos;delivery:pos
R00315,P011,C0114,2026-06-20,5,XL,175,54,large,가격 대비 만족해요. 기장이 너무 길어요. 소재가 부드럽고 촉감이 좋아요.,price:pos;size:neg;material:pos
R00316,P059,C0470,2026-06-07,5,M,165,52,true_to_size,세일가에 잘 샀어요.,price:pos
R00317,P040,C0058,2026-04-19,3,L,173,44,large,세일가에 잘 샀어요. 색감이 고급스러워요. 소재가 얇고 비쳐요.,price:pos;color:pos;material:neg
R00318,P017,C0005,2026-02-15,5,L,160,56,large,색상이 화면과 똑같아요. 포장이 꼼꼼했어요.,color:pos;delivery:pos
R00319,P005,C0572,2026-02-23,5,L,162,61,large,세일가에 잘 샀어요. 색감이 고급스러워요.,price:pos;color:pos
R00320,P035,C0559,2026-04-20,5,S,155,64,true_to_size,정사이즈라 고민 없이 골랐어요. 색감이 고급스러워요. 가격 대비 만족해요.,size:pos;color:pos;price:pos
R00321,P040,C0494,2026-06-26,2,M,181,67,small,화면과 색이 달라요.,color:neg
R00322,P061,C0436,2026-01-28,1,S,166,53,small,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00323,P013,C0400,2026-04-12,2,L,176,71,small,한 치수 크게 사야 해요.,size:neg
R00324,P020,C0193,2026-04-02,2,L,150,48,large,배송이 일주일 넘게 걸렸어요. 소재가 얇고 비쳐요. 기장이 너무 길어요.,delivery:neg;material:neg;size:neg
R00325,P017,C0026,2026-03-03,4,L,178,66,small,색상이 화면과 똑같아요. 세일가에 잘 샀어요.,color:pos;price:pos
R00326,P046,C0274,2026-02-14,5,XL,185,80,true_to_size,세일가에 잘 샀어요.,price:pos
R00327,P053,C0361,2026-02-28,2,L,164,42,large,박스가 찌그러져 왔어요.,delivery:neg
R00328,P036,C0368,2026-05-12,5,M,172,53,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00329,P032,C0213,2026-01-28,5,M,166,54,true_to_size,세일가에 잘 샀어요.,price:pos
R00330,P040,C0397,2026-02-01,2,S,168,54,small,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00331,P059,C0052,2026-04-14,5,M,158,75,small,원단이 고급스러워요.,material:pos
R00332,P006,C0350,2026-02-17,5,L,162,49,large,세일가에 잘 샀어요.,price:pos
R00333,P054,C0214,2026-03-17,5,XL,160,66,large,배송이 빨라요.,delivery:pos
R00334,P013,C0388,2026-02-07,4,S,170,59,small,두께감이 적당해요. 박스가 찌그러져 왔어요.,material:pos;delivery:neg
R00335,P069,C0350,2026-03-06,1,M,163,63,true_to_size,박스가 찌그러져 왔어요. 이 가격이면 다른 데가 나아요.,delivery:neg;price:neg
R00336,P080,C0140,2026-04-17,3,FREE,159,51,large,두께감이 적당해요. 가격에 비해 아쉬워요.,material:pos;price:neg
R00337,P008,C0438,2026-03-07,4,XL,167,50,large,원단이 고급스러워요. 세일가에 잘 샀어요.,material:pos;price:pos
R00338,P008,C0001,2026-06-02,3,S,178,74,small,포장이 꼼꼼했어요. 화면과 색이 달라요.,delivery:pos;color:neg
R00339,P008,C0129,2026-05-04,5,L,180,76,true_to_size,원단이 고급스러워요.,material:pos
R00340,P055,C0077,2026-03-05,2,M,164,64,true_to_size,이 가격이면 다른 데가 나아요.,price:neg
R00341,P015,C0108,2026-06-06,5,L,148,58,large,색감이 고급스러워요.,color:pos
R00342,P061,C0068,2026-06-30,4,S,174,68,small,배송이 빨라요. 가격에 비해 아쉬워요.,delivery:pos;price:neg
R00343,P040,C0093,2026-01-25,3,L,175,51,large,사이즈가 생각보다 작아요.,size:neg
R00344,P033,C0100,2026-07-04,5,M,160,40,large,색상이 화면과 똑같아요.,color:pos
R00345,P040,C0130,2026-06-24,5,L,166,66,true_to_size,가격 대비 만족해요.,price:pos
R00346,P034,C0022,2026-03-05,5,L,168,54,large,배송이 빨라요. 두께감이 적당해요.,delivery:pos;material:pos
R00347,P002,C0113,2026-06-12,5,M,162,52,true_to_size,색감이 고급스러워요. 핏이 예쁘게 떨어져요.,color:pos;size:pos
R00348,P030,C0123,2026-04-26,3,S,173,74,small,기장이 너무 길어요. 두께감이 적당해요.,size:neg;material:pos
R00349,P074,C0123,2026-03-07,5,FREE,171,64,true_to_size,포장이 꼼꼼했어요.,delivery:pos
R00350,P006,C0545,2026-03-07,5,XL,167,72,true_to_size,배송이 빨라요. 색감이 고급스러워요.,delivery:pos;color:pos
R00351,P012,C0346,2026-04-29,3,S,163,54,small,사이즈가 생각보다 작아요. 포장이 꼼꼼했어요.,size:neg;delivery:pos
R00352,P027,C0435,2026-04-30,4,L,171,60,true_to_size,원단이 뻣뻣해요. 가격 대비 만족해요. 핏이 예쁘게 떨어져요.,material:neg;price:pos;size:pos
R00353,P034,C0504,2026-03-02,5,M,167,70,small,색상이 화면과 똑같아요. 가격 대비 만족해요.,color:pos;price:pos
R00354,P071,C0429,2026-06-27,5,S,164,48,small,배송이 빨라요. 가격 대비 만족해요.,delivery:pos;price:pos
R00355,P033,C0146,2026-05-23,4,S,162,47,true_to_size,세일가에 잘 샀어요.,price:pos
R00356,P042,C0341,2026-01-13,5,M,166,61,small,포장이 꼼꼼했어요.,delivery:pos
R00357,P040,C0599,2026-03-28,4,S,165,54,true_to_size,포장이 꼼꼼했어요. 색상이 사진보다 어두워요.,delivery:pos;color:neg
R00358,P069,C0583,2026-06-26,4,S,166,67,small,배송이 빨라요. 색상이 화면과 똑같아요. 소재가 얇고 비쳐요.,delivery:pos;color:pos;material:neg
R00359,P073,C0215,2026-02-24,2,FREE,160,55,large,배송이 일주일 넘게 걸렸어요. 색상이 사진보다 어두워요.,delivery:neg;color:neg
R00360,P042,C0353,2026-02-04,2,S,164,43,small,사이즈가 생각보다 작아요.,size:neg
R00361,P035,C0334,2026-04-15,5,M,162,52,true_to_size,세일가에 잘 샀어요. 원단이 고급스러워요. 배송이 빨라요.,price:pos;material:pos;delivery:pos
R00362,P008,C0403,2026-02-07,5,S,169,46,true_to_size,포장이 꼼꼼했어요. 사이즈가 딱 맞아요.,delivery:pos;size:pos
R00363,P073,C0299,2026-06-22,5,FREE,167,70,small,가격 대비 만족해요.,price:pos
R00364,P055,C0406,2026-05-08,2,L,156,59,large,사이즈가 생각보다 작아요. 배송이 일주일 넘게 걸렸어요.,size:neg;delivery:neg
R00365,P016,C0192,2026-05-17,5,M,169,45,true_to_size,포장이 꼼꼼했어요.,delivery:pos
R00366,P038,C0099,2026-05-11,3,L,163,63,large,세일가에 잘 샀어요. 기장이 너무 길어요.,price:pos;size:neg
R00367,P055,C0477,2026-03-24,3,XL,156,46,large,가격 대비 만족해요. 한 치수 크게 사야 해요.,price:pos;size:neg
R00368,P023,C0129,2026-05-25,2,M,165,74,true_to_size,원단이 뻣뻣해요.,material:neg
R00369,P051,C0188,2026-03-22,5,XL,159,75,large,배송이 빨라요. 원단이 고급스러워요.,delivery:pos;material:pos
R00370,P028,C0400,2026-05-01,4,M,175,72,small,기장이 너무 길어요. 색감이 고급스러워요. 원단이 뻣뻣해요.,size:neg;color:pos;material:neg
R00371,P073,C0114,2026-04-17,5,FREE,176,50,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00372,P009,C0018,2026-05-29,4,M,161,64,true_to_size,색상이 화면과 똑같아요. 세일가에 잘 샀어요.,color:pos;price:pos
R00373,P021,C0566,2026-06-13,2,L,153,65,large,기장이 너무 길어요.,size:neg
R00374,P008,C0186,2026-04-18,5,M,170,54,true_to_size,배송이 빨라요. 정사이즈라 고민 없이 골랐어요.,delivery:pos;size:pos
R00375,P038,C0004,2026-02-26,4,L,162,59,true_to_size,세일가에 잘 샀어요.,price:pos
R00376,P071,C0296,2026-06-17,4,S,170,53,small,가격 대비 만족해요. 배송이 빨라요. 기장이 너무 길어요.,price:pos;delivery:pos;size:neg
R00377,P055,C0214,2026-04-25,4,M,160,45,true_to_size,정사이즈라 고민 없이 골랐어요. 이 가격이면 다른 데가 나아요. 배송이 빨라요.,size:pos;price:neg;delivery:pos
R00378,P042,C0545,2026-06-09,5,M,173,69,small,색상이 화면과 똑같아요. 가격 대비 만족해요.,color:pos;price:pos
R00379,P069,C0429,2026-02-15,4,M,162,48,true_to_size,정사이즈라 고민 없이 골랐어요. 두께감이 적당해요. 색감이 고급스러워요.,size:pos;material:pos;color:pos
R00380,P017,C0085,2026-03-18,3,S,173,99,small,이 가격이면 다른 데가 나아요. 원단이 고급스러워요.,price:neg;material:pos
R00381,P037,C0397,2026-02-05,2,L,162,55,large,기장이 너무 길어요.,size:neg
R00382,P026,C0089,2026-06-15,1,L,162,77,large,이 가격이면 다른 데가 나아요. 색상이 사진보다 어두워요.,price:neg;color:neg
R00383,P043,C0058,2026-06-06,5,M,156,54,large,소재가 부드럽고 촉감이 좋아요.,material:pos
R00384,P027,C0481,2026-05-15,5,S,157,53,true_to_size,소재가 부드럽고 촉감이 좋아요. 색감이 고급스러워요.,material:pos;color:pos
R00385,P026,C0052,2026-06-19,2,M,162,54,true_to_size,박스가 찌그러져 왔어요.,delivery:neg
R00386,P008,C0582,2026-03-05,3,S,160,52,true_to_size,소재가 얇고 비쳐요.,material:neg
R00387,P012,C0438,2026-01-21,3,XL,167,52,large,배송이 일주일 넘게 걸렸어요. 화면과 색이 달라요.,delivery:neg;color:neg
R00388,P052,C0220,2026-05-29,5,M,167,50,large,세일가에 잘 샀어요.,price:pos
R00389,P008,C0489,2026-06-02,5,S,167,60,true_to_size,가격 대비 만족해요. 포장이 꼼꼼했어요.,price:pos;delivery:pos
R00390,P055,C0430,2026-02-07,4,L,154,53,large,색감이 고급스러워요.,color:pos
R00391,P017,C0057,2026-05-29,2,M,172,59,true_to_size,색상이 사진보다 어두워요.,color:neg
R00392,P071,C0035,2026-01-20,5,S,171,66,small,소재가 부드럽고 촉감이 좋아요.,material:pos
R00393,P030,C0242,2026-02-05,3,M,178,61,true_to_size,색상이 사진보다 어두워요. 가격 대비 만족해요.,color:neg;price:pos
R00394,P040,C0282,2026-07-03,4,L,169,56,true_to_size,사이즈가 생각보다 작아요. 원단이 고급스러워요. 색감이 고급스러워요.,size:neg;material:pos;color:pos
R00395,P040,C0274,2026-05-25,2,S,186,65,small,가격에 비해 아쉬워요. 박스가 찌그러져 왔어요.,price:neg;delivery:neg
R00396,P055,C0433,2026-06-09,2,M,149,56,large,기장이 너무 길어요.,size:neg
R00397,P045,C0355,2026-06-19,3,S,175,57,small,이 가격이면 다른 데가 나아요. 배송이 빨라요. 색상이 사진보다 어두워요.,price:neg;delivery:pos;color:neg
R00398,P064,C0304,2026-03-18,4,M,156,64,large,배송이 빨라요.,delivery:pos
R00399,P038,C0335,2026-04-30,4,L,163,40,large,색감이 고급스러워요. 배송이 일주일 넘게 걸렸어요. 이 가격이면 다른 데가 나아요.,color:pos;delivery:neg;price:neg
R00400,P078,C0265,2026-06-15,5,FREE,180,67,true_to_size,포장이 꼼꼼했어요. 정사이즈라 고민 없이 골랐어요.,delivery:pos;size:pos
R00401,P030,C0057,2026-04-09,4,S,181,75,small,한 치수 크게 사야 해요. 가격 대비 만족해요.,size:neg;price:pos
R00402,P060,C0411,2026-02-13,5,S,156,54,small,포장이 꼼꼼했어요. 두께감이 적당해요.,delivery:pos;material:pos
R00403,P016,C0600,2026-02-20,5,M,170,61,small,원단이 고급스러워요.,material:pos
R00404,P042,C0481,2026-06-16,2,XL,160,40,large,기장이 너무 길어요.,size:neg
R00405,P020,C0250,2026-02-03,4,S,161,51,true_to_size,배송이 빨라요. 이 가격이면 다른 데가 나아요. 색감이 고급스러워요.,delivery:pos;price:neg;color:pos
R00406,P080,C0277,2026-02-14,5,FREE,151,52,large,원단이 고급스러워요. 배송이 빨라요. 가격 대비 만족해요.,material:pos;delivery:pos;price:pos
R00407,P011,C0587,2026-01-12,4,M,171,64,true_to_size,세일가에 잘 샀어요.,price:pos
R00408,P042,C0179,2026-03-17,2,M,163,62,small,한 치수 크게 사야 해요. 보풀이 금방 생겨요.,size:neg;material:neg
R00409,P048,C0245,2026-02-26,4,M,180,79,small,기장이 너무 길어요. 색감이 고급스러워요. 배송이 빨라요.,size:neg;color:pos;delivery:pos
R00410,P016,C0335,2026-04-17,4,L,165,42,large,배송이 빨라요. 색상이 화면과 똑같아요.,delivery:pos;color:pos
R00411,P014,C0176,2026-01-20,4,L,176,57,true_to_size,사이즈가 딱 맞아요.,size:pos
R00412,P013,C0146,2026-03-10,4,M,158,61,small,가격에 비해 아쉬워요. 두께감이 적당해요. 기장이 너무 길어요.,price:neg;material:pos;size:neg
R00413,P037,C0005,2026-03-25,2,S,148,49,large,한 치수 크게 사야 해요.,size:neg
R00414,P055,C0429,2026-02-17,4,S,163,48,small,배송이 빨라요.,delivery:pos
R00415,P042,C0274,2026-04-19,5,M,173,81,small,두께감이 적당해요. 색상이 화면과 똑같아요.,material:pos;color:pos
R00416,P010,C0385,2026-02-23,5,L,168,53,large,원단이 고급스러워요.,material:pos
R00417,P064,C0325,2026-02-14,4,M,168,57,small,색상이 화면과 똑같아요. 한 치수 크게 사야 해요.,color:pos;size:neg
R00418,P028,C0153,2026-05-26,5,S,179,77,small,포장이 꼼꼼했어요.,delivery:pos
R00419,P051,C0155,2026-04-14,2,L,157,59,large,색상이 사진보다 어두워요.,color:neg
R00420,P017,C0544,2026-05-21,4,S,161,44,large,포장이 꼼꼼했어요.,delivery:pos
R00421,P073,C0140,2026-03-01,5,FREE,165,51,large,세일가에 잘 샀어요. 포장이 꼼꼼했어요. 사이즈가 생각보다 작아요.,price:pos;delivery:pos;size:neg
R00422,P022,C0096,2026-05-20,3,M,174,67,true_to_size,가격에 비해 아쉬워요. 배송이 빨라요.,price:neg;delivery:pos
R00423,P008,C0550,2026-07-11,4,S,172,47,small,가격 대비 만족해요.,price:pos
R00424,P069,C0206,2026-04-13,1,M,172,71,small,기장이 너무 길어요.,size:neg
R00425,P040,C0567,2026-02-01,5,L,176,72,true_to_size,색상이 화면과 똑같아요. 포장이 꼼꼼했어요.,color:pos;delivery:pos
R00426,P075,C0600,2026-01-11,4,FREE,177,66,true_to_size,색상이 화면과 똑같아요. 이 가격이면 다른 데가 나아요.,color:pos;price:neg
R00427,P055,C0140,2026-01-21,3,S,152,66,true_to_size,화면과 색이 달라요. 세일가에 잘 샀어요.,color:neg;price:pos
R00428,P055,C0178,2026-05-22,5,S,161,42,true_to_size,가격 대비 만족해요.,price:pos
R00429,P016,C0215,2026-02-10,2,L,164,47,true_to_size,정사이즈라 고민 없이 골랐어요. 가격에 비해 아쉬워요. 배송이 일주일 넘게 걸렸어요.,size:pos;price:neg;delivery:neg
R00430,P071,C0155,2026-05-15,5,M,166,40,true_to_size,포장이 꼼꼼했어요.,delivery:pos
R00431,P001,C0414,2026-05-06,5,S,168,64,small,배송이 빨라요. 색감이 고급스러워요.,delivery:pos;color:pos
R00432,P060,C0136,2026-04-24,5,M,169,74,small,가격 대비 만족해요.,price:pos
R00433,P011,C0182,2026-02-13,4,L,172,63,large,원단이 고급스러워요. 가격에 비해 아쉬워요.,material:pos;price:neg
R00434,P008,C0492,2026-02-17,5,M,171,59,true_to_size,포장이 꼼꼼했어요. 색상이 화면과 똑같아요.,delivery:pos;color:pos
R00435,P064,C0325,2026-05-10,3,L,166,40,large,색상이 화면과 똑같아요. 한 치수 크게 사야 해요.,color:pos;size:neg
R00436,P037,C0275,2026-01-27,1,XL,154,52,large,박스가 찌그러져 왔어요. 이 가격이면 다른 데가 나아요.,delivery:neg;price:neg
R00437,P001,C0265,2026-03-18,4,L,182,67,true_to_size,화면과 색이 달라요. 포장이 꼼꼼했어요.,color:neg;delivery:pos
R00438,P026,C0123,2026-07-11,5,L,173,66,true_to_size,색상이 화면과 똑같아요. 두께감이 적당해요.,color:pos;material:pos
R00439,P042,C0115,2026-05-24,2,S,150,49,true_to_size,화면과 색이 달라요. 이 가격이면 다른 데가 나아요.,color:neg;price:neg
R00440,P064,C0479,2026-05-22,4,M,163,53,true_to_size,소재가 얇고 비쳐요. 포장이 꼼꼼했어요.,material:neg;delivery:pos
R00441,P040,C0435,2026-05-28,1,XL,183,71,true_to_size,화면과 색이 달라요.,color:neg
